ID	Gender	Age	Ethnicity	EH
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	1
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-071#D>	Women	Young	Pakeha	0
<S1A-071#K>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#C>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-072#J>	Women	Young	Pakeha	1
<S1A-072#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	0
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-073#J>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	1
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
<S1A-074#F>	Women	Young	Pakeha	0
