"ID_rater"	"ID_child"	"age_group"	"accent_response"	"accent_numeric"	"rating_language"	"age_months"	"family"
"673"	"R1"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"674"	"R2"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"675"	"R3"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"676"	"R4"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"677"	"R5"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"678"	"R6"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"679"	"R7"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"680"	"R8"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"681"	"R9"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"682"	"R10"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"683"	"R11"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"684"	"R12"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"685"	"R13"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"686"	"R14"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"687"	"R15"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"688"	"R16"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"689"	"R17"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"690"	"R18"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"691"	"R19"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"692"	"R20"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"693"	"R21"	"09M"	"school"	"no"	0	"DE"	108	"mono-de"
"694"	"R1"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"695"	"R2"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"696"	"R3"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"697"	"R4"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"698"	"R5"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"699"	"R6"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"700"	"R7"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"701"	"R8"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"702"	"R9"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"703"	"R10"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"704"	"R11"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"705"	"R12"	"10M"	"school"	"w"	1	"DE"	96	"mono-de"
"706"	"R13"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"707"	"R14"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"708"	"R15"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"709"	"R16"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"710"	"R17"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"711"	"R18"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"712"	"R19"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"713"	"R20"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"714"	"R21"	"10M"	"school"	"no"	0	"DE"	96	"mono-de"
"715"	"R1"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"716"	"R2"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"717"	"R3"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"718"	"R4"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"719"	"R5"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"720"	"R6"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"721"	"R7"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"722"	"R8"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"723"	"R9"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"724"	"R10"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"725"	"R11"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"726"	"R12"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"727"	"R13"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"728"	"R14"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"729"	"R15"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"730"	"R16"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"731"	"R17"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"732"	"R18"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"733"	"R19"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"734"	"R20"	"11M"	"school"	"w"	1	"DE"	84	"mono-de"
"735"	"R21"	"11M"	"school"	"no"	0	"DE"	84	"mono-de"
"736"	"R1"	"12M"	"school"	"w"	1	"DE"	108	"mono-de"
"737"	"R2"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"738"	"R3"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"739"	"R4"	"12M"	"school"	"w"	1	"DE"	108	"mono-de"
"740"	"R5"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"741"	"R6"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"742"	"R7"	"12M"	"school"	"w"	1	"DE"	108	"mono-de"
"743"	"R8"	"12M"	"school"	"w"	1	"DE"	108	"mono-de"
"744"	"R9"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"745"	"R10"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"746"	"R11"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"747"	"R12"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"748"	"R13"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"749"	"R14"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"750"	"R15"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"751"	"R16"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"752"	"R17"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"753"	"R18"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"754"	"R19"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"755"	"R20"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"756"	"R21"	"12M"	"school"	"no"	0	"DE"	108	"mono-de"
"757"	"R1"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"758"	"R2"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"759"	"R3"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"760"	"R4"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"761"	"R5"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"762"	"R6"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"763"	"R7"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"764"	"R8"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"765"	"R9"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"766"	"R10"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"767"	"R11"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"768"	"R12"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"769"	"R13"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"770"	"R14"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"771"	"R15"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"772"	"R16"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"773"	"R17"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"774"	"R18"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"775"	"R19"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"776"	"R20"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
"777"	"R21"	"13M"	"school"	"no"	0	"DE"	84	"mono-de"
