ire	nze	can	ame	phi	jam	bre	sce	aus	ind
1257	2	6	6	7	7	10	3	2	4	8
1258	1	6	6	7	9	9	5	2	5	9
1259	2	5	7	8	10	9	4	1	6	10
1260	1	5	6	7	9	9	3	2	6	8
1261	2	5	7	6	10	9	5	1	6	9
1262	1	5	7	5	10	8	5	2	3	9
1263	1	5	6	8	10	8	3	1	5	7
1264	2	4	6	6	9	10	4	2	5	10
1265	1	5	6	7	10	10	4	1	4	10
1266	1	5	6	6	10	9	3	2	6	7
1267	1	6	7	6	9	8	5	2	6	10
1268	1	4	5	6	8	8	4	2	5	10
1269	2	6	6	6	10	10	4	2	4	8
1270	2	5	8	7	8	10	4	2	5	8
1271	2	6	6	7	8	9	6	2	5	10
1272	1	5	7	7	8	9	5	2	6	8
1273	1	5	8	7	8	10	4	2	5	8
1274	2	5	7	7	8	8	5	2	6	8
1275	2	6	6	6	9	9	4	2	5	9
1276	2	5	6	6	6	8	3	2	5	9
1277	2	6	7	7	10	9	5	2	6	9
1278	2	6	7	6	10	10	4	2	5	9
1279	2	6	6	6	8	7	5	2	4	10
1280	1	5	7	6	6	9	4	2	5	8
1281	1	6	6	7	8	10	4	2	6	10
1282	1	5	8	9	10	10	4	2	5	10
1283	1	5	7	7	9	10	4	2	4	9
1284	2	5	6	8	10	10	4	2	6	10
1285	1	5	5	6	10	10	4	2	5	9
1286	1	5	6	7	7	8	4	2	5	9
1287	1	5	7	6	10	9	4	2	5	10
1288	2	4	6	6	8	10	4	2	7	10
1289	2	6	5	6	10	10	5	1	7	8
1290	2	6	8	5	5	10	4	2	5	9
1291	2	5	7	8	10	7	5	2	4	9
1292	2	5	6	7	9	9	5	2	4	9
1293	1	6	7	8	7	8	4	2	6	9
1294	2	5	6	7	10	9	4	2	4	9
1295	2	5	7	6	7	9	4	2	6	10
1296	1	5	6	6	8	9	4	2	6	7
1297	1	6	6	6	8	9	5	2	5	10
1298	1	5	6	7	10	10	4	2	5	8
1299	2	6	6	6	8	10	5	1	6	8
1300	1	5	7	6	10	7	4	2	6	9
1301	1	4	7	8	6	8	4	2	5	10
1302	2	5	5	7	9	10	5	2	4	10
1303	1	5	7	7	10	9	5	2	4	9
1304	2	5	5	6	10	10	5	2	6	7
1305	1	6	6	6	10	7	3	2	4	9
1306	1	5	7	6	9	10	4	2	5	8
1307	1	6	7	7	10	8	5	2	6	8
1308	1	5	6	7	10	10	4	3	6	8
1309	1	6	7	8	9	8	4	2	5	10
1310	2	5	6	7	10	9	6	2	6	7
1311	1	5	6	7	10	7	3	2	5	8
1312	1	5	7	7	10	10	4	2	7	9
1313	1	4	6	7	10	10	3	1	2	9
1314	1	5	5	7	10	8	5	2	5	10
1315	2	5	6	6	8	10	5	2	4	10
1316	2	6	7	5	10	10	5	2	6	10
1317	1	6	7	6	10	9	5	2	3	7
1318	1	5	6	7	10	8	4	2	6	9
1319	1	5	7	7	10	9	5	2	4	10
1320	1	5	6	6	10	9	6	2	5	10
1321	1	6	6	7	9	10	3	2	5	10
1322	1	5	6	8	10	8	4	2	5	10
1323	2	6	8	7	10	8	5	2	5	9
1324	2	6	6	8	10	8	4	2	4	8
1325	1	5	4	7	10	8	5	2	5	10
1326	2	5	4	7	9	10	4	2	7	8
1327	1	5	4	8	9	10	5	1	4	7
1328	1	6	5	7	10	9	4	2	5	7
1329	1	5	6	7	10	10	4	2	5	8
1330	2	5	6	7	8	10	4	1	5	10
1331	1	4	8	6	9	10	5	2	5	10
1332	2	5	5	7	10	9	5	2	6	10
1333	2	6	6	8	8	9	5	1	5	10
1334	1	5	6	6	9	10	4	2	6	9
1335	1	5	7	7	9	8	3	2	4	10
1336	1	6	8	7	10	10	5	2	6	10
1337	2	5	4	7	9	8	4	1	7	8
1338	2	6	7	6	9	10	5	2	4	10
1339	1	6	7	7	10	9	5	2	5	10
1340	2	5	7	7	9	10	5	2	6	10
1341	2	5	7	6	10	8	5	2	4	9
1342	1	6	6	6	9	9	5	3	6	8
1343	1	5	7	8	10	8	5	2	4	8
1344	2	5	8	7	10	7	4	2	5	9
1345	2	5	5	7	7	8	4	2	6	9
1346	2	6	7	6	10	8	3	2	5	8
1347	2	5	6	7	10	9	4	2	7	9
1348	1	5	5	6	8	10	5	2	4	8
1349	1	6	7	7	8	9	4	2	4	9
1350	2	6	7	7	10	9	4	2	4	10
1351	2	6	7	6	9	10	4	2	5	10
1352	2	6	8	8	10	8	4	2	6	9
1353	1	5	6	6	9	9	4	1	7	8
1354	1	5	6	6	9	7	4	1	5	8
1355	2	5	7	6	9	7	3	2	5	10
1356	2	4	6	7	9	10	5	2	5	10
1357	1	6	7	7	9	7	4	2	5	10
1358	1	6	5	6	10	8	5	2	5	10
1359	1	6	6	7	9	10	3	2	6	8
1360	1	5	5	9	8	7	5	2	4	7
1361	2	6	7	7	8	9	4	1	6	8
1362	2	5	5	7	9	9	4	2	4	10
1363	2	5	7	7	9	9	5	2	6	9
1364	1	6	7	6	8	8	4	2	7	9
1365	1	6	7	6	7	10	5	2	6	10
1366	1	4	7	7	7	7	5	2	5	8
1367	2	5	6	7	10	9	4	2	4	8
1368	1	5	6	6	9	7	5	2	5	8
1369	2	5	7	6	9	10	3	2	4	8
1370	2	5	7	7	10	10	4	2	4	9
1371	1	5	6	5	7	9	4	2	5	8
1372	2	5	7	6	10	8	6	2	6	8
1373	2	5	6	6	8	8	4	2	5	10
1374	2	5	7	6	8	10	4	2	5	10
1375	2	5	5	8	10	8	3	1	5	9
1376	2	5	5	7	9	9	3	1	4	10
1377	2	6	7	8	10	10	3	2	4	10
1378	1	5	7	8	7	8	5	1	6	9
1379	2	5	7	8	9	8	5	2	5	10
1380	2	6	6	5	10	10	4	2	5	10
1381	1	5	6	7	9	10	4	1	4	9
1382	1	6	8	7	10	7	3	2	5	8
1383	1	5	6	7	10	9	4	2	3	8
1384	2	5	7	7	8	10	5	2	7	8
1385	2	5	8	5	9	9	3	2	7	10
1386	1	5	5	8	9	7	3	1	5	10
1387	2	6	6	8	10	10	5	2	6	10
1388	2	5	6	7	10	8	5	2	5	10
1389	1	6	6	6	10	9	4	2	5	10
1390	2	5	6	7	10	10	4	2	5	9
1391	2	5	6	6	8	10	4	1	5	10
1392	1	4	6	6	10	9	6	2	7	9
1393	2	5	7	6	8	9	3	1	5	10
1394	2	5	6	8	10	8	5	2	6	10
1395	2	6	7	6	10	10	4	2	3	10
1396	2	5	8	6	10	8	4	2	4	9
1397	2	5	7	6	10	8	4	2	5	8
1398	1	5	8	7	10	9	4	2	6	9
1399	2	5	6	7	9	8	6	2	4	9
1400	2	5	6	8	9	9	3	2	5	9
1401	1	5	7	7	9	10	5	2	6	7
1402	2	5	6	6	10	10	4	2	5	10
1403	2	5	7	6	10	10	5	2	7	8
1404	1	5	6	6	8	7	5	2	6	8
1405	1	6	8	8	10	8	4	2	5	10
1406	1	5	7	5	9	9	4	2	5	10
1407	1	6	8	7	10	9	4	2	5	9
1408	1	5	7	6	8	8	5	2	4	10
1409	2	5	6	5	9	9	4	2	5	9
1410	1	5	7	8	9	9	5	2	5	10
1411	2	4	7	6	8	9	4	2	4	9
1412	1	5	5	7	9	9	4	1	6	10
1413	1	5	6	6	8	8	4	2	5	10
1414	2	5	6	6	10	6	4	2	5	9
1415	2	6	6	8	10	9	3	2	8	9
1416	2	5	5	8	10	8	4	3	6	10
1417	2	6	8	6	9	10	4	1	4	7
1418	2	5	5	7	10	8	4	2	4	8
1419	1	5	6	6	10	8	4	2	3	8
1420	1	5	6	7	9	10	4	2	5	8
1421	1	6	6	7	10	10	3	2	6	10
1422	2	5	6	7	7	9	4	2	6	10
1423	2	5	7	6	10	9	5	2	5	9
1424	1	6	5	5	10	9	5	2	5	8
1425	1	6	6	7	10	9	4	2	4	6
1426	2	5	7	7	9	9	4	2	3	8
1427	1	5	4	7	9	9	3	2	4	9
1428	2	5	7	7	9	9	5	2	5	9
1429	2	5	7	6	9	9	5	2	4	8
1430	2	5	6	6	10	10	5	1	5	10
1431	2	6	6	8	10	10	5	2	5	7
1432	2	5	6	7	10	9	5	2	5	10
1433	2	5	7	8	9	10	4	2	4	10
1434	1	5	7	7	9	8	3	2	5	7
1435	1	5	6	8	10	10	5	2	4	10
1436	1	6	8	7	10	10	4	2	5	7
1437	2	5	6	5	9	8	5	2	5	10
1438	1	5	8	6	10	10	5	2	5	10
1439	1	5	7	6	10	9	6	2	6	10
1440	1	6	5	6	9	8	4	2	5	9
1441	2	5	6	8	9	10	4	2	6	8
1442	1	6	6	6	9	9	5	2	6	6
1443	2	6	6	7	7	9	5	2	4	10
1444	1	5	7	8	9	7	3	2	4	10
1445	1	4	8	5	10	10	4	1	4	9
1446	2	5	6	6	8	9	5	2	6	9
1447	2	5	8	7	9	10	5	2	4	9
1448	2	5	6	5	10	9	5	2	6	8
1449	2	6	7	7	10	10	4	1	4	9
1450	1	5	6	6	8	10	3	1	4	8
1451	1	5	5	7	8	10	4	2	7	10
1452	2	5	8	5	9	8	6	2	5	7
1453	2	6	7	5	9	10	4	2	5	7
1454	2	5	6	8	9	9	4	2	4	10
1455	1	6	8	7	10	9	5	2	5	9
1456	2	5	6	7	8	9	4	2	6	9
1457	1	6	6	6	10	9	4	2	6	10
1458	1	6	6	6	10	10	5	2	5	10
1459	1	6	5	6	10	7	5	2	4	10
1460	1	5	6	6	10	10	4	1	5	9
1461	1	5	6	6	9	9	4	1	5	10
1462	1	5	6	7	8	8	4	2	5	9
1463	2	5	7	8	10	8	5	2	4	10
1464	1	6	5	7	10	9	5	2	5	10
1465	1	6	6	7	9	8	5	2	5	9
1466	1	5	5	8	8	8	4	1	6	9
1467	1	5	8	7	9	10	4	2	6	7
1468	2	6	8	7	10	8	5	2	5	9
1469	2	6	7	7	9	10	4	2	4	7
1470	2	5	6	7	10	9	5	2	4	8
1471	1	5	7	7	9	8	4	1	5	10
1472	2	6	6	7	9	10	4	2	4	9
1473	2	5	6	6	10	8	3	2	6	9
1474	1	4	5	5	9	10	4	2	4	10
1475	1	5	5	7	10	8	4	2	7	10
1476	1	5	6	6	8	9	3	2	5	10
1477	2	6	7	7	10	9	5	2	5	9
1478	2	5	6	8	10	10	6	2	7	9
1479	1	6	6	6	10	9	5	2	6	9
1480	1	5	5	6	6	10	5	2	6	10
1481	2	5	6	7	10	9	4	2	4	9
1482	1	5	6	6	10	9	4	2	6	10
1483	1	6	7	7	10	10	5	2	6	9
1484	2	5	6	6	9	10	4	2	7	9
1485	1	5	7	6	6	10	4	2	4	9
1486	1	6	7	7	9	10	4	2	4	9
1487	1	6	7	8	10	8	4	2	5	8
1488	1	5	7	7	10	8	4	1	5	10
1489	2	5	5	6	10	9	5	2	6	6
1490	1	5	7	8	9	9	5	2	5	8
1491	2	6	6	7	8	10	4	2	5	9
1492	1	5	6	8	9	10	5	2	5	10
1493	2	5	6	7	10	9	5	2	5	10
1494	1	6	7	6	10	10	4	1	7	10
1495	2	5	7	6	10	8	5	2	5	10
1496	1	5	6	5	10	9	4	2	6	9
1497	2	6	5	7	9	8	4	2	6	10
1498	1	6	7	6	10	10	4	2	6	7
1499	1	5	7	6	7	9	4	2	6	9
1500	3	4	5	6	10	10	5	2	6	6
1501	1	6	7	7	7	10	4	2	6	8
1502	2	6	7	7	9	10	5	2	5	7
1503	1	5	7	7	10	10	4	2	3	8
1504	2	6	7	7	10	10	3	2	5	10
1505	1	6	5	6	7	10	5	2	3	10
1506	2	5	6	7	10	8	3	2	5	8
1507	2	5	6	6	7	8	4	2	6	10
1508	1	5	5	7	10	10	5	2	4	6
1509	2	5	6	7	9	10	3	2	5	9
1510	1	5	8	6	7	8	3	2	6	10
1511	1	6	6	8	10	10	3	2	5	9
1512	1	5	6	7	8	8	4	2	5	5
1513	2	5	6	8	10	10	5	2	6	10
1514	2	5	6	8	10	9	5	1	6	9
1515	1	5	6	8	10	8	3	2	5	8
1516	2	5	6	6	8	9	5	2	5	10
1517	1	5	7	6	9	8	4	2	4	10
1518	2	5	7	8	10	8	3	2	5	10
1519	2	5	6	7	10	9	4	2	4	8
1520	2	6	6	8	7	10	5	2	5	9
1521	1	6	6	7	10	7	5	2	5	10
1522	2	5	7	6	10	9	4	2	6	10
1523	2	6	7	8	9	7	5	2	6	8
1524	2	5	5	6	10	9	4	2	6	9
1525	1	5	6	7	10	9	4	2	7	9
1526	2	5	6	6	10	10	4	2	5	10
1527	1	5	7	7	9	8	4	2	4	10
1528	1	5	7	7	9	9	4	2	5	10
1529	1	5	6	6	7	10	5	1	6	10
1530	1	4	6	6	9	9	5	2	6	9
1531	2	5	6	6	10	9	5	2	5	10
1532	2	5	8	8	7	10	4	2	5	8
1533	1	5	6	7	8	10	4	1	6	8
1534	1	5	6	7	7	10	4	2	5	9
1535	1	5	6	5	10	10	5	2	6	10
1536	1	5	7	7	10	10	3	3	6	9
1537	1	6	5	7	9	10	3	1	5	9
1538	1	5	7	6	10	7	4	2	6	9
1539	1	6	6	6	10	9	5	2	5	10
1540	2	5	7	6	9	9	5	2	4	9
1541	2	5	5	7	6	9	3	2	4	6
1542	1	5	5	5	10	8	3	2	4	10
1543	2	5	6	8	8	6	4	2	4	10
1544	1	6	6	5	9	9	4	2	6	10
1545	2	5	7	6	9	9	5	2	4	8
1546	2	5	6	6	10	10	4	1	5	8
1547	1	6	6	6	10	8	4	2	5	10
1548	1	6	6	5	10	10	4	2	5	9
1549	2	5	6	5	9	8	5	2	5	9
1550	2	5	6	7	9	8	4	2	6	10
1551	2	5	7	7	9	9	5	2	3	9
1552	2	5	5	7	10	8	3	2	7	6
1553	1	6	6	9	9	8	5	1	5	9
1554	2	5	8	8	10	7	5	2	4	10
1555	2	6	5	7	8	10	4	2	5	8
1556	2	6	7	6	9	9	5	1	4	10
1557	2	5	7	7	7	10	5	2	5	10
1558	1	6	7	7	10	9	5	1	6	8
1559	1	5	7	6	9	10	3	2	4	8
1560	1	6	6	7	8	10	4	1	3	8
1561	1	6	5	7	10	9	4	2	4	10
1562	1	6	5	7	7	10	4	2	5	10
1563	2	6	7	7	10	9	4	2	6	10
1564	2	5	6	6	10	9	4	2	4	8
1565	2	4	6	6	10	9	3	2	5	8
1566	2	5	7	8	7	7	4	2	5	9
1567	1	5	7	7	10	8	6	2	6	7
1568	2	5	6	5	8	10	5	2	6	7
1569	1	5	7	7	9	10	4	2	5	10
1570	1	5	7	6	9	9	4	2	5	9
1571	2	5	8	7	10	8	4	2	5	10
1572	1	5	6	6	9	10	4	2	6	10
1573	2	5	7	7	8	8	4	1	4	8
1574	2	6	8	7	8	8	4	3	5	7
1575	2	6	6	6	9	9	5	2	6	9
1576	2	6	7	6	10	8	3	1	7	9
1577	1	5	6	8	10	6	4	1	5	10
1578	1	5	5	7	10	10	6	2	6	9
1579	1	5	8	6	9	9	5	2	6	10
1580	2	5	5	7	9	10	5	2	5	10
1581	1	5	7	7	9	8	3	1	4	7
1582	1	5	7	7	10	9	4	2	6	7
1583	2	5	6	7	9	8	5	2	5	8
1584	2	5	5	7	9	7	6	2	5	7
1585	1	5	9	5	9	10	4	2	5	9
1586	2	6	7	6	10	9	4	2	4	8
1587	1	5	6	6	10	10	6	2	5	9
1588	2	5	6	6	7	10	4	2	7	8
1589	1	5	7	7	10	7	5	2	6	9
1590	2	5	7	7	7	8	3	2	6	8
1591	2	5	8	7	10	8	5	2	5	9
1592	2	5	7	6	10	10	4	2	5	7
1593	2	6	7	6	5	9	3	2	5	8
1594	1	4	7	7	10	8	4	2	4	8
1595	1	5	6	7	9	10	4	2	5	10
1596	1	6	6	6	9	10	3	2	5	8
1597	2	6	6	7	10	10	3	3	4	9
1598	1	6	5	6	10	9	5	2	6	9
1599	2	5	6	6	9	10	6	2	4	6
1600	1	6	6	6	10	8	5	2	6	10
1601	1	5	6	6	8	10	4	1	6	10
1602	1	5	6	6	6	8	4	2	5	8
1603	2	5	7	7	7	9	6	1	4	8
1604	1	5	7	5	10	10	4	2	6	8
1605	2	5	4	7	7	7	4	2	6	9
1606	1	5	7	7	10	7	6	2	5	10
1607	2	5	6	7	10	6	5	2	6	10
1608	1	5	7	6	10	10	5	2	5	6
1609	2	5	7	7	10	9	4	2	6	10
1610	1	5	6	8	10	9	6	2	6	9
1611	2	5	8	7	10	7	5	2	6	10
1612	2	5	5	6	10	8	4	1	4	9
1613	1	6	7	7	8	8	3	2	4	7
1614	1	6	6	6	10	10	5	2	4	8
1615	2	5	7	7	10	10	5	2	5	9
1616	2	5	5	7	9	10	4	2	5	9
1617	1	6	6	7	10	10	5	2	4	9
1618	1	6	5	8	10	10	4	2	5	7
1619	2	6	6	5	9	10	4	1	5	9
1620	2	5	7	6	10	10	4	1	4	10
1621	1	5	6	6	10	8	5	1	6	9
1622	2	6	5	5	7	8	5	2	4	9
1623	2	5	6	6	8	10	5	2	5	9
1624	2	5	7	6	9	8	5	1	4	10
1625	1	5	6	6	10	9	4	2	5	8
1626	2	5	7	7	10	10	3	1	4	9
1627	2	5	8	7	7	10	5	2	5	8
1628	1	5	7	6	8	7	4	1	4	9
1629	1	6	7	6	10	10	4	2	6	7
1630	1	5	7	8	8	10	4	2	5	9
1631	1	6	6	6	10	9	3	2	6	9
1632	1	6	6	6	10	8	3	2	4	8
1633	2	6	6	6	8	9	5	2	6	10
1634	1	5	6	6	8	8	4	2	4	8
1635	1	6	7	6	10	8	4	2	5	9
1636	1	5	5	7	8	9	4	2	4	9
1637	2	5	9	7	9	9	4	2	6	10
1638	1	6	7	6	10	10	4	1	5	8
1639	2	6	6	7	10	8	5	2	6	8
1640	2	5	7	6	9	8	5	2	6	8
1641	2	5	7	6	10	7	4	2	6	10
1642	1	5	7	8	8	8	5	2	5	7
1643	2	5	6	6	10	9	4	2	6	7
1644	3	6	7	8	10	8	4	2	4	9
1645	2	5	7	6	10	7	4	1	5	8
1646	1	5	5	8	9	10	4	1	5	7
1647	1	5	6	6	8	8	3	2	7	9
1648	1	5	7	6	10	10	5	2	6	9
1649	2	5	5	7	9	8	5	2	5	10
1650	2	5	9	7	7	9	4	1	3	8
1651	2	6	8	6	9	9	6	2	5	10
1652	2	6	5	7	10	9	5	2	6	8
1653	1	5	8	8	8	7	4	2	7	8
1654	1	5	7	6	9	9	5	1	4	7
1655	1	6	7	7	9	8	5	1	6	7
1656	1	5	7	5	8	10	5	1	6	7
1657	1	6	7	6	9	10	3	3	5	9
1658	2	5	8	8	10	8	4	2	5	9
1659	2	6	6	8	9	9	4	2	6	10
1660	2	6	6	7	10	10	4	2	4	10
1661	1	5	4	6	9	8	5	2	6	9
1662	1	5	7	7	8	7	4	2	4	10
1663	2	5	6	6	10	8	4	2	6	10
1664	2	5	6	7	7	10	4	2	4	10
1665	2	5	6	7	10	9	2	2	5	10
1666	2	5	5	6	7	8	5	2	6	8
1667	1	5	6	6	8	8	5	2	4	8
1668	1	6	7	6	9	7	4	2	5	8
1669	1	5	7	6	10	10	4	2	5	9
1670	2	4	7	5	10	9	5	1	5	9
1671	2	6	5	7	9	8	4	2	7	10
1672	2	6	6	7	8	10	4	2	4	8
1673	2	6	6	7	10	10	6	2	5	7
1674	1	6	5	7	10	8	4	2	5	8
1675	1	5	7	8	9	9	4	2	5	10
1676	2	5	6	7	9	10	5	1	4	10
1677	1	5	4	7	9	9	3	2	6	9
1678	1	5	7	6	10	10	4	2	6	10
1679	1	5	6	6	9	10	4	2	5	10
1680	2	6	6	8	9	10	5	2	6	10
1681	1	5	5	6	8	10	4	2	5	9
1682	1	5	5	7	8	9	4	1	5	8
1683	1	6	6	8	5	8	5	2	5	10
1684	1	5	8	8	10	9	5	2	5	10
1685	1	6	8	8	10	7	4	2	6	9
1686	2	6	6	6	10	10	4	2	5	10
1687	2	5	8	7	9	9	5	2	5	9
1688	1	6	7	6	10	10	3	2	5	7
1689	2	5	6	7	8	10	4	2	6	9
1690	2	5	7	6	10	10	5	2	6	10
1691	2	6	8	7	10	8	5	2	6	9
1692	2	5	7	7	10	6	4	2	5	10
1693	2	6	8	7	9	9	4	2	5	8
1694	1	5	6	7	9	8	5	2	5	8
1695	1	6	6	7	9	9	5	2	5	8
1696	2	5	7	7	7	10	4	2	5	10
1697	2	6	6	6	10	9	4	2	6	10
1698	1	5	5	7	9	8	3	2	4	9
1699	1	5	8	7	7	9	5	2	7	8
1700	1	5	6	7	9	8	5	2	6	9
1701	2	5	7	6	9	10	3	2	4	9
1702	1	5	6	8	10	10	5	2	4	8
1703	2	6	7	7	10	7	4	2	6	10
1704	2	6	7	7	10	8	5	2	6	8
1705	1	5	7	6	10	10	4	1	4	9
1706	2	5	8	7	7	10	4	1	6	8
1707	3	5	8	6	10	9	5	2	5	8
1708	1	5	5	7	10	10	4	2	7	9
1709	1	5	6	7	10	10	4	2	7	10
1710	1	5	7	7	10	8	5	2	6	10
1711	2	6	7	5	10	10	4	2	5	10
1712	1	6	6	7	10	10	5	2	4	10
1713	2	6	7	6	8	8	5	2	4	9
1714	1	5	6	7	9	7	4	2	6	8
1715	1	5	6	8	10	8	6	2	5	10
1716	1	5	7	8	9	5	4	2	4	10
1717	2	6	7	6	10	9	4	2	4	10
1718	2	6	6	5	10	10	5	2	5	8
1719	2	5	5	7	7	9	3	2	5	10
1720	2	5	7	7	10	9	4	2	5	8
1721	1	6	5	6	9	9	4	2	4	7
1722	1	6	6	6	10	9	5	2	4	10
1723	1	6	6	7	10	10	4	2	8	7
1724	2	5	7	7	10	10	3	2	4	10
1725	1	5	6	6	10	9	4	2	5	8
1726	2	5	5	8	10	8	4	2	4	8
1727	2	6	9	5	10	9	3	2	4	10
1728	1	5	7	7	8	9	4	2	6	8
1729	1	5	6	7	10	8	5	2	5	10
1730	2	5	5	5	5	9	4	2	7	8
1731	2	5	7	7	9	8	4	2	7	7
1732	2	5	6	6	7	7	5	1	5	8
1733	2	5	5	8	10	8	5	2	5	9
1734	1	5	5	7	8	8	5	1	6	9
1735	2	7	7	6	9	10	5	2	5	8
1736	1	6	6	6	10	9	6	2	5	10
1737	1	5	8	9	10	9	5	2	5	10
1738	2	5	7	5	10	8	4	1	6	8
1739	2	5	5	6	10	10	4	1	4	9
1740	1	5	7	7	10	10	5	2	4	9
1741	1	6	7	6	6	8	4	2	4	10
1742	1	5	6	6	10	10	3	3	6	9
1743	1	6	6	8	7	10	4	2	5	8
1744	2	4	5	8	10	9	5	1	4	9
1745	1	6	7	6	10	9	5	2	6	9
1746	2	5	6	7	10	8	4	2	6	9
1747	2	5	5	7	8	10	5	2	5	10
1748	2	5	6	6	8	10	4	2	6	10
1749	1	5	6	8	10	10	4	2	5	9
1750	1	5	6	6	9	9	4	2	6	7
1751	2	5	6	6	10	8	5	2	6	8
1752	2	5	6	7	10	10	6	2	6	8
1753	2	6	7	7	10	10	5	2	4	10
1754	2	5	8	7	10	9	4	2	5	10
1755	1	6	7	7	9	9	5	2	5	7
1756	1	6	6	7	7	8	4	2	4	8
1757	2	5	5	7	7	8	4	2	6	7
1758	1	5	6	5	6	8	5	2	6	9
1759	1	5	7	6	10	8	4	2	4	9
1760	1	6	6	7	9	10	4	2	6	8
1761	1	6	6	9	10	7	4	2	5	9
1762	2	5	8	6	8	9	4	2	6	8
1763	2	6	6	5	8	10	4	1	4	9
1764	1	5	7	7	9	7	4	2	7	9
1765	1	5	9	7	10	10	5	2	6	9
1766	2	6	8	7	8	10	5	2	3	8
1767	1	5	7	7	10	8	6	2	4	10
1768	1	5	6	7	10	8	5	2	4	10
1769	2	5	7	6	6	8	4	1	3	6
1770	1	4	6	7	8	8	5	2	4	10
1771	2	5	5	6	8	9	5	2	4	7
1772	2	6	7	6	10	9	5	2	5	8
1773	2	5	7	7	9	7	4	2	5	9
1774	1	6	7	7	10	10	5	2	5	6
1775	1	5	8	6	10	9	5	2	3	9
1776	1	5	8	6	10	7	4	3	6	9
1777	1	5	6	7	8	9	4	2	5	9
1778	1	4	6	6	10	10	5	2	7	7
1779	1	5	6	7	10	10	3	2	6	10
1780	1	5	8	7	10	10	4	2	5	10
1781	2	5	7	5	10	9	5	2	7	9
1782	1	6	5	7	10	10	5	2	5	10
1783	2	5	6	7	10	8	7	2	5	10
1784	1	6	8	6	8	9	6	2	6	9
1785	1	6	5	7	8	10	4	2	4	8
1786	1	5	7	7	10	10	4	2	5	10
1787	1	6	6	6	9	8	5	1	6	9
1788	2	5	7	7	6	9	4	2	5	10
1789	2	5	5	6	10	7	6	2	6	10
1790	1	6	6	6	9	9	4	2	5	10
1791	1	5	5	8	10	6	6	1	5	6
1792	2	5	7	6	10	10	4	2	6	9
1793	2	6	6	6	10	10	4	1	7	10
1794	2	6	7	7	10	9	2	2	7	8
1795	2	5	6	7	9	8	5	2	5	8
1796	2	5	6	7	10	8	4	1	4	9
1797	1	5	8	8	10	8	4	2	5	9
1798	2	5	5	8	8	10	5	2	4	10
1799	1	6	7	6	9	7	4	2	4	9
1800	2	5	7	7	10	10	5	1	4	9
1801	1	6	6	6	10	6	4	2	5	10
1802	2	6	6	7	10	10	5	2	6	10
1803	1	5	6	7	9	9	4	2	5	7
1804	2	6	5	6	9	9	4	2	5	9
1805	2	5	6	7	10	9	4	1	6	10
1806	2	6	5	8	10	9	5	2	5	7
1807	2	6	6	7	10	10	5	2	7	7
1808	2	6	7	7	10	9	5	2	5	10
1809	2	5	8	7	9	9	5	2	5	10
1810	1	5	6	8	9	10	4	2	5	6
1811	2	6	7	6	9	7	5	2	5	9
1812	1	5	7	6	10	7	5	2	6	8
1813	1	5	5	6	8	9	5	2	6	9
1814	2	5	7	7	8	8	5	2	4	8
1815	2	5	6	7	8	9	4	2	5	7
1816	2	5	7	7	10	8	3	2	7	7
1817	1	5	7	8	6	10	4	2	4	8
1818	1	6	5	8	10	9	4	2	5	10
1819	2	5	6	6	8	10	4	2	6	9
1820	2	5	6	6	7	8	5	2	5	10
1821	1	5	8	7	10	10	5	2	5	8
1822	2	5	6	7	9	10	4	2	4	9
1823	2	6	5	8	9	9	4	2	4	9
1824	2	5	6	7	10	10	3	2	7	10
1825	1	5	7	6	8	10	5	2	6	10
1826	1	5	4	6	9	10	4	2	5	10
1827	2	5	7	6	10	10	3	2	4	10
1828	1	6	6	7	9	10	5	2	5	8
1829	1	5	5	7	9	7	4	2	5	10
1830	2	5	7	7	10	10	5	2	5	10
1831	2	5	9	6	10	10	4	2	6	8
1832	2	6	7	7	10	8	5	2	4	9
1833	2	5	5	7	8	10	5	1	4	9
1834	1	5	7	7	10	9	5	2	5	9
1835	1	5	7	7	9	10	3	2	4	9
1836	2	5	7	7	10	8	3	2	7	9
1837	2	6	8	7	10	9	6	2	4	10
1838	1	6	4	6	6	9	4	2	4	10
1839	1	5	6	7	10	8	5	2	5	7
1840	1	5	7	7	10	9	5	1	4	10
1841	2	5	6	7	5	7	5	2	4	10
1842	2	5	6	6	10	8	4	2	6	10
1843	2	5	6	5	9	9	4	2	5	9
1844	2	6	7	7	10	8	4	2	6	10
1845	2	5	6	8	9	10	5	1	6	10
1846	2	6	6	7	8	9	5	1	5	8
1847	1	6	7	6	9	10	5	1	5	9
1848	2	6	7	6	8	8	4	2	5	10
1849	1	5	6	6	10	8	5	2	5	9
1850	1	5	7	6	9	9	5	2	4	10
1851	2	5	6	6	8	10	3	1	7	7
1852	2	5	7	7	10	10	4	1	6	9
1853	1	6	6	6	7	10	5	2	6	6
1854	1	5	6	7	10	8	4	1	5	8
1855	2	6	7	7	9	8	4	2	6	10
1856	1	6	7	6	10	8	5	2	5	9
1857	1	6	6	6	10	9	3	2	6	10
1858	1	4	8	7	10	8	4	2	5	10
1859	1	5	8	6	9	8	4	2	7	9
1860	2	5	4	6	8	8	5	2	5	10
1861	2	5	5	7	9	10	5	2	6	7
1862	1	6	7	7	7	8	4	1	4	10
1863	2	5	6	7	6	8	5	2	6	10
