"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
7000	"Malad City Airport"	"Malad City"	"United States"	42.1665992736816	-112.296997070312
7001	"Aspen-Pitkin Co/Sardy Field"	"Aspen"	"United States"	39.22320175	-106.8690033
7003	"Ulyanovsk Baratayevka Airport"	"Ulyanovsk"	"Russia"	54.2682991028	48.2266998291
7009	"Kerrville Municipal Louis Schreiner Field"	"Kerrville"	"United States"	29.9766998291	-99.0857009888
7010	"Birrfeld Airport"	"Birrfeld"	"Switzerland"	47.4436	8.23361
7011	"Sussex County Airport"	"Georgetown"	"United States"	38.68920135	-75.35890198
7012	"Prince Rupert/Seal Cove Seaplane Base"	"Prince Rupert"	"Canada"	54.3333015441895	-130.283004760742
7013	"Great Bend Municipal Airport"	"Great Bend"	"United States"	38.3442993164	-98.8591995239
7014	"Hays Regional Airport"	"Hays"	"United States"	38.84220123	-99.27320099
7015	"Spirit of St Louis Airport"	"Null"	"United States"	38.662101745605	-90.652000427246
7016	"Ely Municipal Airport"	"Ely"	"United States"	47.82450104	-91.83070374
7017	"Grand Rapids Itasca Co-Gordon Newstrom field"	"Grand Rapids MN"	"United States"	47.21110153	-93.50980377
7018	"Thief River Falls Regional Airport"	"Thief River Falls"	"United States"	48.06570053	-96.18499756
7019	"Eagle River Union Airport"	"Eagle River"	"United States"	45.9323005676	-89.2683029175
7020	"Lakeland-Noble F. Lee Memorial field"	"Minocqua - Woodruff"	"United States"	45.92789841	-89.73090363
7021	"Ankeny Regional Airport"	"Ankeny"	"United States"	41.6913986206055	-93.5663986206055
7022	"Berens River Airport"	"Berens River"	"Canada"	52.358898	-97.018303
7023	"Corpus Christi Naval Air Station/Truax Field"	"Corpus Christi"	"United States"	27.69260025	-97.29109955
7025	"Catalina Airport"	"Catalina Island"	"United States"	33.4049	-118.416
7026	"Mojave Airport"	"Mojave"	"United States"	35.05939865	-118.1520004
7027	"Interlaken Air Base"	"Interlaken"	"Switzerland"	46.6766014	7.8790798
7030	"Inisheer Aerodrome"	"Inisheer"	"Ireland"	53.0647010803223	-9.51089954376221
7033	"Strezhevoy Airport"	"Strezhevoy"	"Russia"	60.709400177	77.6600036621
7035	"Hutchinson Municipal Airport"	"Hutchinson"	"United States"	38.0654983521	-97.8606033325
7036	"Bagram Air Base"	"Kabul"	"Afghanistan"	34.9460983276	69.2649993896
7037	"Prince Sultan Air Base"	"Al Kharj"	"Saudi Arabia"	24.0627002716064	47.5805015563965
7042	"Rosecrans Memorial Airport"	"Rosecrans"	"United States"	39.771900177002	-94.909698486328
7046	"Pápa Air Base"	"Papa"	"Hungary"	47.3636016846	17.5007991791
7047	"Whiting Field Naval Air Station South Airport"	"Cuxhaven"	"Germany"	30.7043991088867	-87.0230026245117
7048	"Volk Field"	"Camp Douglas"	"United States"	43.938999176025	-90.253402709961
7051	"Gunnison Crested Butte Regional Airport"	"Gunnison"	"United States"	38.53390121	-106.9329987
7052	"Xi'an Xiguan Airport"	"Xi\'AN"	"China"	34.376701	109.120003
7053	"Zamperini Field"	"Torrance"	"United States"	33.803398132324	-118.33999633789
7054	"Manistee Co Blacker Airport"	"Manistee"	"United States"	44.2723999	-86.24690247
7056	"Charlotte County Airport"	"Punta Gorda"	"United States"	26.92020035	-81.9905014
7058	"Northern Aroostook Regional Airport"	"Frenchville"	"United States"	47.2854995728	-68.3127975464
7059	"Chautauqua County-Jamestown Airport"	"Jamestown"	"United States"	42.15340042	-79.25800323
7060	"La Macaza / Mont-Tremblant International Inc Airport"	"Mont-Tremblant"	"Canada"	46.4094009399	-74.7799987793
7061	"Lake Cumberland Regional Airport"	"Somerset"	"United States"	37.0533981323	-84.6158981323
7062	"Shenandoah Valley Regional Airport"	"Weyers Cave"	"United States"	38.2638015747	-78.8964004517
7063	"Devils Lake Regional Airport"	"Devils Lake"	"United States"	48.11420059	-98.90879822
7064	"Dickinson Theodore Roosevelt Regional Airport"	"Dickinson"	"United States"	46.7974014282	-102.802001953
7065	"Sidney - Richland Regional Airport"	"Sidney"	"United States"	47.706902	-104.193001
7066	"Chadron Municipal Airport"	"Chadron"	"United States"	42.837600708	-103.095001221
7067	"Alliance Municipal Airport"	"Alliance"	"United States"	42.0531997681	-102.804000854
7068	"Mc Cook Ben Nelson Regional Airport"	"McCook"	"United States"	40.20629883	-100.5920029
7069	"The Florida Keys Marathon Airport"	"Marathon"	"United States"	24.726101	-81.051399
7070	"Dawson Community Airport"	"Glendive"	"United States"	47.13869858	-104.8069992
7071	"L M Clayton Airport"	"Wolf Point"	"United States"	48.0945014954	-105.574996948
7072	"Yellowstone Airport"	"West Yellowstone"	"United States"	44.68840027	-111.1179962
7073	"San Luis Valley Regional Bergman Field"	"Alamosa"	"United States"	37.434898	-105.866997
7074	"Canyonlands Field"	"Moab"	"United States"	38.75500107	-109.7549973
7075	"Ely Airport Yelland Field"	"Ely"	"United States"	39.29970169	-114.8420029
7076	"Vernal Regional Airport"	"Vernal"	"United States"	40.4408989	-109.5100021
7077	"Sierra Blanca Regional Airport"	"Ruidoso"	"United States"	33.462799072266	-105.53500366211
7078	"Show Low Regional Airport"	"Show Low"	"United States"	34.265499115	-110.005996704
7079	"McCall Municipal Airport"	"McCall"	"United States"	44.88970184	-116.1009979
7080	"Lemhi County Airport"	"Salmon"	"United States"	45.1237983704	-113.880996704
7081	"Mammoth Yosemite Airport"	"Mammoth Lakes"	"United States"	37.62409973	-118.8379974
7082	"Friday Harbor Airport"	"Friday Harbor"	"United States"	48.5219993591	-123.024002075
7083	"Orcas Island Airport"	"Eastsound"	"United States"	48.7081985474	-122.910003662
7085	"Astoria Regional Airport"	"Astoria"	"United States"	46.158000946	-123.878997803
7086	"Newport Municipal Airport"	"Newport"	"United States"	44.580399	-124.057999
7087	"Emmonak Airport"	"Emmonak"	"United States"	62.78609848	-164.4909973
7088	"Unalakleet Airport"	"Unalakleet"	"United States"	63.88840103	-160.798996
7089	"Ugnu-Kuparuk Airport"	"Kuparuk"	"United States"	70.3308029175	-149.598007202
7090	"Shageluk Airport"	"Shageluk"	"United States"	62.6922988892	-159.569000244
7091	"Chuathbaluk Airport"	"Chuathbaluk"	"United States"	61.579102	-159.216003
7092	"Nuiqsut Airport"	"Nuiqsut"	"United States"	70.2099990845	-151.005996704
7093	"Eek Airport"	"Eek"	"United States"	60.21367264	-162.0438843
7094	"Kasigluk Airport"	"Kasigluk"	"United States"	60.87440109	-162.5240021
7095	"Kwethluk Airport"	"Kwethluk"	"United States"	60.7902984619	-161.444000244
7096	"Kwigillingok Airport"	"Kwigillingok"	"United States"	59.876499	-163.169005
7097	"Marshall Don Hunter Sr Airport"	"Marshall"	"United States"	61.8642997742	-162.026000977
7098	"Russian Mission Airport"	"Russian Mission"	"United States"	61.7788848877	-161.319458008
7101	"Koliganek Airport"	"Koliganek"	"United States"	59.726600647	-157.259002686
7103	"Manokotak Airport"	"Manokotak"	"United States"	58.9902000427	-159.050003052
7105	"Chalkyitsik Airport"	"Chalkyitsik"	"United States"	66.6449966431	-143.740005493
7106	"Eagle Airport"	"Eagle"	"United States"	64.77639771	-141.151001
7107	"Hughes Airport"	"Hughes"	"United States"	66.04109955	-154.2630005
7108	"Huslia Airport"	"Huslia"	"United States"	65.69789886	-156.3509979
7111	"Nulato Airport"	"Nulato"	"United States"	64.729301	-158.074005
7114	"Venetie Airport"	"Venetie"	"United States"	67.0086975098	-146.365997314
7115	"Beaver Airport"	"Beaver"	"United States"	66.362197876	-147.406997681
7116	"Central Airport"	"Central"	"United States"	65.57379913	-144.7830048
7117	"Shungnak Airport"	"Shungnak"	"United States"	66.88809967041	-157.16200256348
7120	"Inyokern Airport"	"Inyokern"	"United States"	35.65879822	-117.8300018
7121	"Visalia Municipal Airport"	"Visalia"	"United States"	36.3186988831	-119.392997742
7122	"Merced Regional Macready Field"	"Merced"	"United States"	37.28469849	-120.5139999
7123	"Laguna de Los Patos International Airport"	"Colonia"	"Uruguay"	-34.456401824951	-57.770599365234
7125	"Amarais Airport"	"Campinas"	"Brazil"	-22.8591995239258	-47.1082000732422
7126	"Phoenix Goodyear Airport"	"Goodyear"	"United States"	33.4225006104	-112.375999451
7128	"Toowoomba Airport"	"Toowoomba"	"Australia"	-27.542801	151.916
7129	"Ballera Airport"	"Ballera"	"Australia"	-27.405633	141.809458
7130	"Gatton Campus Airport"	"Gatton"	"Australia"	-27.5604060653	152.340459824
7131	"Arkalyk North Airport"	"Arkalyk"	"Kazakhstan"	50.3185997009277	66.9527969360352
7134	"Nabern/Teck Airport"	"Kirchheim-Teck"	"Germany"	48.61277771	9.47722244263
7135	"Angoon Seaplane Base"	"Angoon"	"United States"	57.503601	-134.585007
7136	"Elfin Cove Seaplane Base"	"Elfin Cove"	"United States"	58.1952018738	-136.347000122
7140	"Funter Bay Seaplane Base"	"Funter Bay"	"United States"	58.2543983459	-134.897994995
7142	"Hoonah Airport"	"Hoonah"	"United States"	58.0961	-135.410111
7143	"Kake Airport"	"Kake"	"United States"	56.9613990784	-133.910003662
7146	"Metlakatla Seaplane Base"	"Metakatla"	"United States"	55.131001	-131.578003
7148	"Hydaburg Seaplane Base"	"Hydaburg"	"United States"	55.206298828125	-132.828002929688
7154	"Egegik Airport"	"Egegik"	"United States"	58.1855010986	-157.375
7157	"Perryville Airport"	"Perryville"	"United States"	55.905998	-159.162993
7158	"Pilot Point Airport"	"Pilot Point"	"United States"	57.5803985596	-157.572006226
7159	"South Naknek Nr 2 Airport"	"South Naknek"	"United States"	58.7033996582	-157.007995605
7160	"Akhiok Airport"	"Akhiok"	"United States"	56.9387016296	-154.182998657
7161	"Karluk Airport"	"Karluk"	"United States"	57.5671005249	-154.449996948
7162	"Larsen Bay Airport"	"Larsen Bay"	"United States"	57.5350990295	-153.977996826
7177	"Ambler Airport"	"Ambler"	"United States"	67.1063	-157.856989
7178	"Buckland Airport"	"Buckland"	"United States"	65.9815979004	-161.149002075
7179	"Bob Baker Memorial Airport"	"Kiana"	"United States"	66.9759979248	-160.43699646
7180	"Kobuk Airport"	"Kobuk"	"United States"	66.9123001099	-156.897003174
7181	"Robert (Bob) Curtis Memorial Airport"	"Noorvik"	"United States"	66.81790161	-161.0189972
7182	"Selawik Airport"	"Selawik"	"United States"	66.60009766	-159.9859924
7183	"Brevig Mission Airport"	"Brevig Mission"	"United States"	65.3312988281	-166.466003418
7184	"Elim Airport"	"Elim"	"United States"	64.61470032	-162.2720032
7185	"Golovin Airport"	"Golovin"	"United States"	64.5504989624	-163.007003784
7186	"Teller Airport"	"Teller"	"United States"	65.2404022217	-166.339004517
7187	"Wales Airport"	"Wales"	"United States"	65.622593	-168.095
7188	"White Mountain Airport"	"White Mountain"	"United States"	64.689201355	-163.412994385
7190	"Koyuk Alfred Adams Airport"	"Koyuk"	"United States"	64.9394989014	-161.154006958
7191	"St Michael Airport"	"St. Michael"	"United States"	63.49010086	-162.1100006
7192	"Shaktoolik Airport"	"Shaktoolik"	"United States"	64.37110138	-161.223999
7194	"Tin City Long Range Radar Station Airport"	"Tin City"	"United States"	65.56310272	-167.9219971
7195	"Atka Airport"	"Atka"	"United States"	52.22029877	-174.2059937
7196	"Nikolski Air Station"	"Nikolski"	"United States"	52.9416007995605	-168.848999023438
7198	"Yakataga Airport"	"Yakataga"	"United States"	60.080974	-142.494541
7199	"Alakanuk Airport"	"Alakanuk"	"United States"	62.6800422668	-164.659927368
7201	"Kipnuk Airport"	"Kipnuk"	"United States"	59.9329986572	-164.031005859
7202	"False Pass Airport"	"False Pass"	"United States"	54.8474006652832	-163.410003662109
7203	"Nelson Lagoon Airport"	"Nelson Lagoon"	"United States"	56.007499694824	-161.16000366211
7204	"Port Moller Airport"	"Cold Bay"	"United States"	56.0060005188	-160.561004639
7205	"Klawock Airport"	"Klawock"	"United States"	55.5792007446	-133.076004028
7206	"Quinhagak Airport"	"Quinhagak"	"United States"	59.7551	-161.845
7207	"Kotlik Airport"	"Kotlik"	"United States"	63.0306015015	-163.533004761
7208	"Koyukuk Airport"	"Koyukuk"	"United States"	64.8760986328	-157.727005005
7209	"Scammon Bay Airport"	"Scammon Bay"	"United States"	61.8452987671	-165.570999146
7210	"Nondalton Airport"	"Nondalton"	"United States"	59.980201721191	-154.8390045166
7213	"Kongiganak Airport"	"Kongiganak"	"United States"	59.9608001709	-162.880996704
7214	"Nikolai Airport"	"Nikolai"	"United States"	63.0186	-154.358002
7217	"Akiak Airport"	"Akiak"	"United States"	60.9029006958	-161.231002808
7220	"Wainwright Airport"	"Wainwright"	"United States"	70.6380004883	-159.994995117
7221	"Zapala Airport"	"ZAPALA"	"Argentina"	-38.975498	-70.113602
7222	"Rincon De Los Sauces Airport"	"Rincon de los Sauces"	"Argentina"	-37.3905982971	-68.9041976929
7226	"Tte. Julio Gallardo Airport"	"Puerto Natales"	"Chile"	-51.671501159668	-72.5283966064453
7229	"Sierra Grande Airport"	"Sierra Grande"	"Argentina"	-41.5917015076	-65.3394012451
7230	"Cabo F.A.A. H. R. Bordón Airport"	"Ingeniero Jacobacci"	"Argentina"	-41.3208999634	-69.5748977661
7233	"Chenega Bay Airport"	"Chenega"	"United States"	60.0773010254	-147.992004395
7235	"Tok Junction Airport"	"Tok"	"United States"	63.32949829	-142.9539948
7236	"Circle City /New/ Airport"	"Circle"	"United States"	65.830498	-144.076008
7240	"Sleetmute Airport"	"Sleetmute"	"United States"	61.7005004883	-157.166000366
7242	"Healy River Airport"	"Healy"	"United States"	63.8661994934082	-148.968994140625
7244	"Klawock Seaplane Base"	"Klawock"	"United States"	55.5546989440918	-133.102005004883
7245	"Minchumina Airport"	"Lake Minchumina"	"United States"	63.886002	-152.302002
7246	"Manley Hot Springs Airport"	"Manley Hot Springs"	"United States"	64.9975967407	-150.643997192
7251	"Natuashish Airport"	"Natuashish"	"Canada"	55.913898	-61.184399
7252	"Postville Airport"	"Postville"	"Canada"	54.9105	-59.78507
7253	"Kangiqsujuaq (Wakeham Bay) Airport"	"Kangiqsujuaq"	"Canada"	61.5886001587	-71.929397583
7254	"Alma Airport"	"Alma"	"Canada"	48.5088996887	-71.6418991089
7255	"Havre St Pierre Airport"	"Havre-Saint-Pierre"	"Canada"	50.2818984985352	-63.611400604248
7256	"Rimouski Airport"	"Rimouski"	"Canada"	48.478099822998	-68.4969024658203
7259	"Tadoule Lake Airport"	"Tadoule Lake"	"Canada"	58.7061	-98.512199
7260	"Lac Brochet Airport"	"Lac Brochet"	"Canada"	58.6175003052	-101.46900177
7261	"South Indian Lake Airport"	"South Indian Lake"	"Canada"	56.7928009033	-98.9072036743
7262	"Brochet Airport"	"Brochet"	"Canada"	57.8894	-101.679001
7263	"Little Grand Rapids Airport"	"Little Grand Rapids"	"Canada"	52.0456008911133	-95.4657974243164
7264	"Cross Lake (Charlie Sinclair Memorial) Airport"	"Cross Lake"	"Canada"	54.6105995178223	-97.7608032226562
7265	"Red Sucker Lake Airport"	"Red Sucker Lake"	"Canada"	54.1671981811523	-93.5571975708008
7266	"Rainbow Lake Airport"	"Rainbow Lake"	"Canada"	58.4914016723633	-119.407997131348
7267	"Bonnyville Airport"	"Bonnyville"	"Canada"	54.304199	-110.744003
7268	"Nanaimo Harbour Water Airport"	"Nanaimo"	"Canada"	49.1833000183	-123.949996948
7269	"Ganges Seaplane Base"	"Ganges"	"Canada"	48.8545	-123.4969
7272	"Fort St James Airport"	"Fort St. James"	"Canada"	54.3972015380859	-124.263000488281
7273	"Boundary Bay Airport"	"Boundary Bay"	"Canada"	49.0742	-123.012001
7274	"Langley Airport"	"Langley Township"	"Canada"	49.1007995605	-122.630996704
7275	"Denny Island Airport"	"Bella Bella"	"Canada"	52.137937	-128.059748
7277	"Wekweètì Airport"	"Wekweeti"	"Canada"	64.190804	-114.077002
7278	"Camaguey-Campo Cuatro Milpas Airport"	"Guasave"	"Mexico"	25.652200698853	-108.53800201416
7280	"Cabo San Lucas International Airport"	"Cabo San Lucas"	"Mexico"	22.947701	-109.936996
7291	"Corn Island"	"Corn Island"	"Nicaragua"	12.1628999710083	-83.0637969970703
7292	"San Pedro Airport"	"Bonanza"	"Nicaragua"	13.9499998092651	-84.5999984741211
7293	"Rosita Airport"	"Rosita"	"Nicaragua"	13.8896999359131	-84.4088973999023
7294	"Siuna"	"Siuna"	"Nicaragua"	13.727222442627	-84.7777786254883
7295	"Waspam Airport"	"Waspam"	"Nicaragua"	14.7391996383667	-83.9693984985352
7296	"San Carlos"	"San Carlos"	"Nicaragua"	11.1333999633789	-84.7699966430664
7297	"Playa Samara/Carrillo Airport"	"Carrillo"	"Costa Rica"	9.8705101013184	-85.481399536133
7301	"Constanza - Expedición 14 de Junio National Airport"	"Constanza"	"Dominican Republic"	18.907499313354	-70.721900939941
7302	"Negril Airport"	"Negril"	"Jamaica"	18.3428001403809	-78.3320999145508
7307	"José Aponte de la Torre Airport"	"Ceiba"	"Puerto Rico"	18.245300293	-65.6434020996
7309	"Charlotte Amalie Harbor Seaplane Base"	"Charlotte Amalie"	"Virgin Islands"	18.3386001586914	-64.9406967163086
7311	"D. Casimiro Szlapelis Airport"	"Alto Rio Senguer"	"Argentina"	-45.013599	-70.812202
7312	"Jose De San Martin Airport"	"Jose de San Martin"	"Argentina"	-44.0485992432	-70.4589004517
7313	"Uyuni Airport"	"Uyuni"	"Bolivia"	-20.4463005066	-66.8483963013
7317	"Rurenabaque Airport"	"Rerrenabaque"	"Bolivia"	-14.4279003143	-67.4968032837
7320	"Abaiang Airport"	"Abaiang Atoll"	"Kiribati"	1.79860997200012	173.041000366211
7323	"Afobakka Airstrip"	"Afobaka"	"Suriname"	4.998505	-54.992033
7324	"Alalapadu Airstrip"	"Alapadu"	"Suriname"	2.5235	-56.3247
7325	"Albina Airport"	"Albina"	"Suriname"	5.51272010803223	-54.0500984191895
7326	"Lawa Anapaike Airstrip"	"Anapaike"	"Suriname"	3.411301	-54.028049
7327	"Apetina Airstrip"	"Apetina"	"Suriname"	3.50278	-55.058791
7330	"Drietabbetje Airport"	"Drietabbetje"	"Suriname"	4.111359	-54.672766
7331	"Kabalebo Airport"	"Kabalebo"	"Suriname"	4.406	-57.223
7332	"Kayser Airport"	"Kayser"	"Suriname"	3.094343	-56.472702
7333	"Kwamalasoemoetoe Airport"	"Kwamelasemoetoe"	"Suriname"	2.354427	-56.792431
7334	"Moengo Airstrip"	"Moengo"	"Suriname"	5.6076	-54.4003
7335	"Nieuw Nickerie Airport"	"Nieuw Nickerie"	"Suriname"	5.95556020736694	-57.0393981933594
7336	"Vincent Fayks Airport"	"Paloemeu"	"Suriname"	3.34527993202209	-55.4425010681152
7337	"Sarakreek Airstrip"	"Sarakreek"	"Suriname"	4.319444	-54.966667
7338	"Sipaliwini Airport"	"Sipaliwini"	"Suriname"	2.026438	-56.126412
7339	"Stoelmanseiland Airport"	"Stoelmans Eiland"	"Suriname"	4.34999990463257	-54.4166679382324
7340	"Totness Airport"	"Totness"	"Suriname"	5.8658299446106	-56.3274993896484
7341	"Wageningen Airstrip"	"Wageningen"	"Suriname"	5.841128	-56.673328
7343	"Codela Airport"	"Guapiles"	"Costa Rica"	10.4139995575	-85.0916976929
7346	"Orinduik Airport"	"Orinduik"	"Guyana"	4.72526979446411	-60.0349998474121
7347	"Annai Airport"	"Annai"	"Guyana"	3.95943999290466	-59.1241989135742
7348	"Apoteri Airport"	"Apoteri"	"Guyana"	4.01387977600098	-58.6049995422363
7349	"Imbaimadai Airport"	"Imbaimadai"	"Guyana"	5.70810985565186	-60.2942008972168
7350	"Kamarang Airport"	"Kamarang"	"Guyana"	5.86534023284912	-60.614200592041
7351	"Mabaruma Airport"	"Mabaruma"	"Guyana"	8.19999980926514	-59.7832984924316
7352	"Mahdia Airport"	"Mahdia"	"Guyana"	5.27749013900757	-59.1511001586914
7353	"Dr Augusto Roberto Fuster International Airport"	"Pedro Juan Caballero"	"Paraguay"	-22.6399993896484	-55.8300018310547
7354	"Alcides Fernández Airport"	"Acandi"	"Colombia"	8.51667	-77.3
7355	"Los Colonizadores Airport"	"Saravena"	"Colombia"	6.951868	-71.857179
7357	"Batagay Airport"	"Batagay"	"Russia"	67.648002624512	134.69500732422
7359	"Villa Garzón Airport"	"Villa Garzon"	"Colombia"	0.978767	-76.6056
7360	"El Bagre Airport"	"El Bagre"	"Colombia"	7.59647	-74.8089
7361	"Juan H White Airport"	"Caucasia"	"Colombia"	7.96847	-75.1985
7362	"Mandinga Airport"	"Condoto"	"Colombia"	5.08333	-76.7
7363	"Golfo de Morrosquillo Airport"	"Tolu"	"Colombia"	9.50945	-75.5854
7364	"Cabo Frio Airport"	"Cabo Frio"	"Brazil"	-22.9216995239	-42.0742988586
7367	"Presidente João Batista Figueiredo Airport"	"Sinop"	"Brazil"	-11.8850002288818	-55.586109161377
7368	"Gurupi Airport"	"Gurupi"	"Brazil"	-11.7396001815796	-49.1321983337402
7369	"Santana do Araguaia Airport"	"Santana do Araguaia"	"Brazil"	-9.31997013092041	-50.328498840332
7370	"Breves Airport"	"Breves"	"Brazil"	-1.63653004169464	-50.4435997009277
7371	"Soure Airport"	"Soure"	"Brazil"	-0.699431002140045	-48.5209999084473
7372	"Parintins Airport"	"Parintins"	"Brazil"	-2.67301988601685	-56.7771987915039
7373	"Barreiras Airport"	"Barreiras"	"Brazil"	-12.0789003372192	-45.0089988708496
7374	"Santa Terezinha Airport"	"Santa Terezinha"	"Brazil"	-10.4647216796875	-50.518611907959
7375	"Minaçu Airport"	"Minacu"	"Brazil"	-13.5491	-48.195301
7376	"Araguaína Airport"	"Araguaina"	"Brazil"	-7.22787	-48.240501
7377	"Novo Aripuanã Airport"	"Novo Aripuana"	"Brazil"	-5.11803007125854	-60.3648986816406
7378	"Fazenda Colen Airport"	"Lucas do Rio Verde"	"Brazil"	-13.3144435882568	-56.1127777099609
7379	"Tenente Lund Pressoto Airport"	"Franca"	"Brazil"	-20.592199	-47.3829
7380	"Dourados Airport"	"Dourados"	"Brazil"	-22.2019	-54.926601
7381	"Lábrea Airport"	"Labrea"	"Brazil"	-7.27896976470947	-64.7695007324219
7382	"Maestro Marinho Franco Airport"	"Rondonopolis"	"Brazil"	-16.586	-54.7248
7383	"Tancredo Thomas de Faria Airport"	"Guarapuava"	"Brazil"	-25.3875007629	-51.520198822
7384	"Santa Terezinha Airport"	"Joacaba"	"Brazil"	-27.1714000702	-51.5532989502
7394	"General Leite de Castro Airport"	"Rio Verde"	"Brazil"	-17.8347225189209	-50.956111907959
7395	"Romeu Zema Airport"	"Araxa"	"Brazil"	-19.563199996948	-46.960399627686
7396	"Maués Airport"	"Maues"	"Brazil"	-3.37217	-57.7248
7397	"Borba Airport"	"Borba"	"Brazil"	-4.4063401222229	-59.6024017333984
7398	"Coari Airport"	"Coari"	"Brazil"	-4.13405990600586	-63.1325988769531
7399	"Barcelos Airport"	"Barcelos"	"Brazil"	-0.981292	-62.919601
7406	"Diamantino Airport"	"Diamantino"	"Brazil"	-14.3768997192383	-56.4003982543945
7407	"Guanambi Airport"	"Guanambi"	"Brazil"	-14.2082004547119	-42.7461013793945
7408	"Tsletsi Airport"	"Djelfa"	"Algeria"	34.6657	3.351
7409	"Nzagi Airport"	"Nzagi"	"Angola"	-7.71693992615	21.3582000732
7411	"Lucapa Airport"	"Lucapa"	"Angola"	-8.44572734833	20.7320861816
7412	"Capanda Airport"	"Kapanda"	"Angola"	-9.76937007904	15.4553194046
7413	"Am Timan Airport"	"Am Timan"	"Chad"	11.0340003967	20.2740001678
7414	"Shark El Oweinat International Airport"	"Sharq Al-Owainat"	"Egypt"	22.5856990814209	28.7166004180908
7415	"Eastern WV Regional Airport/Shepherd Field"	"Martinsburg"	"United States"	39.40190125	-77.98459625
7416	"Awassa Airport"	"Awasa"	"Ethiopia"	7.06699991226196	38.5
7417	"Wilwal International Airport"	"Jijiga"	"Ethiopia"	9.3325	42.9121
7418	"Mekane Selam Airport"	"Mekane Selam"	"Ethiopia"	10.7254	38.7415
7419	"Debra Marcos Airport"	"Debre Marqos"	"Ethiopia"	10.3500003814697	37.7169990539551
7420	"Debre Tabor Airport"	"Debre Tabor"	"Ethiopia"	11.9670000076294	38
7421	"Harar Meda Airport"	"Debre Zeyit"	"Ethiopia"	8.7163	39.0059
7422	"Robe Airport"	"Goba"	"Ethiopia"	7.1160634	40.0463033
7423	"Mayumba Airport"	"Mayumba"	"Gabon"	-3.45841979980469	10.6740760803223
7424	"Mara Serena Lodge Airstrip"	"Masai Mara"	"Kenya"	-1.406111	35.008057
7426	"Mulika Lodge Airport"	"Meru National Park"	"Kenya"	0.165083006024	38.1951408386
7427	"Rumbek Airport"	"Rumbek"	"Sudan"	6.82499980927	29.6690006256
7428	"Yei Airport"	"Yei"	"Sudan"	4.13028160099	30.7280731201
7429	"Cape Palmas Airport"	"Greenville"	"Liberia"	4.37902021408081	-7.69694995880127
7432	"Ecuvillens Airport"	"Ecuvillens"	"Switzerland"	46.7550010681152	7.07610988616943
7437	"Inhaca Airport"	"Inhaca"	"Mozambique"	-25.9971446991	32.9293518066
7442	"Ouro Sogui Airport"	"Matam"	"Senegal"	15.5936002731323	-13.3227996826172
7443	"Bird Island Airport"	"Bird Island"	"Seychelles"	-3.72472	55.205299
7446	"Wadi Halfa Airport"	"Wadi Halfa"	"Sudan"	21.802698135376	31.521577835083
7447	"Enfidha - Hammamet International Airport"	"Enfidha"	"Tunisia"	36.075833	10.438611
7448	"Kidepo Airport"	"Kidepo"	"Uganda"	3.7176	33.7487
7449	"Kitgum Airport"	"Kitgum"	"Uganda"	3.2817	32.8882
7450	"Bugungu Airport"	"Pakuba"	"Uganda"	2.2	31.55
7451	"Svea Airport"	"Sveagruva"	"Svalbard"	77.8969444	16.725
7452	"Ny-Ålesund Airport (Hamnerabben)"	"Ny-Alesund"	"Svalbard"	78.9274978638	11.8743
7453	"Hatay Airport"	"Hatay"	"Turkey"	36.36277771	36.2822227478
7454	"Kihnu Airfield"	"Kihnu"	"Estonia"	58.1483001708984	24.0025005340576
7455	"Ruhnu Airfield"	"Ruhnu"	"Estonia"	57.7839012145996	23.2660999298096
7456	"Raivavae Airport"	"Raivavae"	"French Polynesia"	-23.8852005005	-147.662002563
7457	"Foshan Shadi Airport"	"Foshan"	"China"	23.0832996368	113.069999695
7458	"Huizhou Airport"	"Huizhou"	"China"	23.0499992371	114.599998474
7459	"Lleida-Alguaire Airport"	"Lleida"	"Spain"	41.728185	0.535023
7461	"Ouessant Airport"	"Ouessant"	"France"	48.4631996154785	-5.06358003616333
7464	"Bildudalur Airport"	"Bildudalur"	"Iceland"	65.6412963867188	-23.546199798584
7465	"Gjögur Airport"	"Gjogur"	"Iceland"	65.9953002929688	-21.3269004821777
7466	"Sauðárkrókur Airport"	"Saudarkrokur"	"Iceland"	65.7316970825	-19.5727996826
7467	"Selfoss Airport"	"Selfoss"	"Iceland"	63.92919921875	-21.0377998352051
7468	"Inishmaan Aerodrome"	"Inishmaan"	"Ireland"	53.0929985046387	-9.56805992126465
7469	"Ak Bashat Airport"	"Taldykorgan"	"Kazakhstan"	42.88958	73.602004
7470	"Ulgii Mongolei Airport"	"Olgii"	"Mongolia"	48.9933013916	89.9225006104
7472	"Qurghonteppa International Airport"	"Kurgan Tyube"	"Tajikistan"	37.8664016723633	68.8647003173828
7473	"Vologda Airport"	"Vologda"	"Russia"	59.2825012207031	39.9444007873535
7474	"Severo-Evensk Airport"	"Evensk"	"Russia"	61.9216651916504	159.229995727539
7475	"Olenyok Airport"	"Olenyok"	"Russia"	68.514999	112.480003
7476	"Saskylakh Airport"	"Saskylakh"	"Russia"	71.92790222168	114.08000183105
7480	"Leshukonskoye Airport"	"Arkhangelsk"	"Russia"	64.8960037231	45.7229995728
