"FileSpeaker"	"CleanSpeechUnit"	"Adjective"	"Variant"	"Gender"	"Age"	"Occupation"	"AudienceSize"	"ConversationType"	"AgeNumeric"	"Function"	"Amplified"	"Frequency"	"Priming"	"Gradability"	"SemanticCategory"	"Emotionality"
"<S1A-056:1$A>"	"I I don't want mum to make a huge big scene 'cos Ms will know that it's my parents and then it'll sound like it's sort of sour grapes on my part"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Attributive"	0	2.11	"NotPrimed"	-0.941122801186878	"Dimension"	"NonEmotional"
"<S1A-056:1$A>"	"As as long as it doesn't get back to Miss"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Predicative"	0	0.88	"NotPrimed"	-0.342814561133689	"Dimension"	"NonEmotional"
"<S1A-056:1$B>"	"I think in the maths department it's expected that they would scale it up because they've done it for so long you know"	"long"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.88	"NotPrimed"	-0.507856457965328	"Dimension"	"NonEmotional"
"<S1A-056:1$B>"	"Appar apparently it's a really slow movie"	"slow"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	1	0.14	"NotPrimed"	-3.66356164612965	"PhysicalProperty"	"NonEmotional"
"<S1A-056:1$A>"	"And it's slow at that time"	"slow"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Predicative"	0	0.14	"NotPrimed"	-0.714801365075867	"PhysicalProperty"	"NonEmotional"
"<S1A-056:1$C>"	"This is what I sorry"	"sorry"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Predicative"	0	0.47	"NotPrimed"	1.05586889525796	"HumanPropensity"	"NonEmotional"
"<S1A-056:1$C>"	"Now I think a good play is capable of being looked at at different levels"	"good"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	6.75	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-056:1$C>"	"Now I think a good play is capable of being looked at at different levels"	"different"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	0.94	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-056:1$C>"	"A good play you can read at all sorts of levels"	"good"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	6.75	"NotPrimed"	-1.49990058847386	"Value"	"PositiveEmotional"
"<S1A-056:1$C>"	"You can and you can understand it at all sorts of levels so that a person who's not had the advantage of university lectures in English can go to a play and understand it but a person who has had will see it at a totally different ah"	"different"	"totally"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Predicative"	1	0.94	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-056:1$A>"	"That's true too"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Predicative"	0	0.96	"NotPrimed"	-3.31847049574349	"Value"	"NonEmotional"
"<S1A-056:1$C>"	"I think film versions make a hit from the words out of it and that's what the old joke about you know no thanks"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	2.04	"NotPrimed"	-2.35817518480108	"Age"	"NonEmotional"
"<S1A-056:1$A>"	"Well I'd be a bit worried about donating embryos that were eight years old anyway"	"old"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Predicative"	0	0.94	"NotPrimed"	0.192057198752175	"Age"	"NonEmotional"
"<S1A-056:1$C>"	"You're worried about who's who's getting an old embryo"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	2.04	"NotPrimed"	-0.660167002780412	"Age"	"NonEmotional"
"<S1A-056:1$B>"	"Well it's eight years old"	"old"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.94	"NotPrimed"	-2.64852923154759	"Age"	"NonEmotional"
"<S1A-056:1$A>"	"I mean it doesn't sound like a very um good medical practice to me"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Attributive"	0	6.26	"NotPrimed"	-1.12990284699117	"Value"	"PositiveEmotional"
"<S1A-056:1$A>"	"Dad singularly uncomfortable fish hooks"	"uncomfortable"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	21	"Attributive"	0	0.06	"NotPrimed"	1	"Value"	"NegativeEmotional"
"<S1A-056:1$B>"	"It was nice slice though"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	0	2.33	"NotPrimed"	-0.854202110596408	"HumanPropensity"	"NonEmotional"
"<S1A-056:1$C>"	"I'm serious"	"serious"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Predicative"	0	0.08	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-056:1$B>"	"Yeah Richmond's actually surprise surprisingly easy to get to"	"easy"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.3	"NotPrimed"	-3.66356164612965	"Difficulty"	"NonEmotional"
"<S1A-056:1$B>"	"Last night was really easy actually because once I got to Boundary Road I just basically had to keep going straight"	"easy"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.3	"NotPrimed"	-3.66356164612965	"Difficulty"	"NonEmotional"
"<S1A-056:1$C>"	"Long way"	"long"	"0"	"Man"	"41-80"	"ACMP"	"Group"	"MixedGender"	52.5	"Attributive"	0	1.41	"NotPrimed"	-0.753170053237191	"Dimension"	"NonEmotional"
"<S1A-057:1$A>"	"Did they say how long she's gonna be in hospital for"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	0.88	"NotPrimed"	-1.56656807477505	"Dimension"	"NonEmotional"
"<S1A-057:1$A>"	"'Cos it's a long way"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Attributive"	0	0.88	"NotPrimed"	-0.941127621939551	"Dimension"	"NonEmotional"
"<S1A-057:1$A>"	"Are you making two different soups or putting them both in one"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Attributive"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-057:1$A>"	"Oh I thought you meant a big freeze like a"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Attributive"	0	2.11	"NotPrimed"	-2.00206405888333	"Dimension"	"NonEmotional"
"<S1A-057:1$C>"	"I just found five dollars on the street I'm so glad I went to get that ribena"	"glad"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	1	0.28	"NotPrimed"	-0.68809355468727	"HumanPropensity"	"PositiveEmotional"
"<S1A-057:1$A>"	"That's smart"	"smart"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	0.14	"NotPrimed"	-2.66692138404293	"HumanPropensity"	"NonEmotional"
"<S1A-057:1$A>"	"That's good and how long've you got"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-057:1$A>"	"That's good and how long've you got"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	0.88	"NotPrimed"	-1.43642669400801	"Dimension"	"NonEmotional"
"<S1A-057:1$C>"	"But but it'll be different because I'll be I'll be at at primary school like so I'll only go and visit each school for an hour"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-057:1$C>"	"So that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-057:1$C>"	"Um no but they they have lots of like they have and most people get jobs from from the university so that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-057:1$C>"	"For eight different schools and she says it's really easy to get music jobs in primary schools"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-057:1$C>"	"For eight different schools and she says it's really easy to get music jobs in primary schools"	"easy"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	1	0.3	"NotPrimed"	-1.15950089311555	"Difficulty"	"NonEmotional"
"<S1A-057:1$A>"	"'Cos it's only for a little while"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Attributive"	0	1.87	"NotPrimed"	-1.52905096884896	"Dimension"	"NonEmotional"
"<S1A-057:1$C>"	"Little kids just do what you say"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	1.87	"NotPrimed"	0.218056119732915	"Dimension"	"NonEmotional"
"<S1A-057:1$C>"	"Like if you say you know go there and they'll go there without pushing you but oh I'm better with little kids I think"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-057:1$A>"	"How it was and what I'd be doing and I said that sounded all really good and exciting and everything and um and he said that I'd be really good for the position for the job I was exactly what they were looking for but I'd have to be interviewed by the people who are the actual legal company the firm and um yeah so I I was I was in there for very long and then they mm gave me a typing test so I was typing and then um"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-057:1$A>"	"How it was and what I'd be doing and I said that sounded all really good and exciting and everything and um and he said that I'd be really good for the position for the job I was exactly what they were looking for but I'd have to be interviewed by the people who are the actual legal company the firm and um yeah so I I was I was in there for very long and then they mm gave me a typing test so I was typing and then um"	"exciting"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	0.2	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-057:1$A>"	"How it was and what I'd be doing and I said that sounded all really good and exciting and everything and um and he said that I'd be really good for the position for the job I was exactly what they were looking for but I'd have to be interviewed by the people who are the actual legal company the firm and um yeah so I I was I was in there for very long and then they mm gave me a typing test so I was typing and then um"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	1	6.26	"Primed"	-1.96274565591936	"Value"	"PositiveEmotional"
"<S1A-057:1$A>"	"How it was and what I'd be doing and I said that sounded all really good and exciting and everything and um and he said that I'd be really good for the position for the job I was exactly what they were looking for but I'd have to be interviewed by the people who are the actual legal company the firm and um yeah so I I was I was in there for very long and then they mm gave me a typing test so I was typing and then um"	"long"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	1	0.88	"NotPrimed"	-2.65792061909548	"Dimension"	"NonEmotional"
"<S1A-057:1$A>"	"It's funny"	"funny"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	19	"Predicative"	0	1.16	"NotPrimed"	-0.906595346877806	"HumanPropensity"	"NonEmotional"
"<S1A-057:2$B>"	"The castle rock's along a ridge actually it doesn't start at Katoomba but I thought Wentworth Falls might be nice"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	27	"Predicative"	0	1.77	"NotPrimed"	-2.00218949600561	"HumanPropensity"	"NonEmotional"
"<S1A-057:2$A>"	"I I think that's a really lovely one"	"lovely"	"really"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	35	"Predicative"	1	0.26	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-057:2$B>"	"Hopefully they'll be flowers and beautiful things"	"beautiful"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	27	"Attributive"	0	0.47	"NotPrimed"	-2.82898126909873	"Value"	"PositiveEmotional"
"<S1A-057:2$B>"	"How weird"	"weird"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	27	"Predicative"	0	0.13	"NotPrimed"	-1.69151622476207	"HumanPropensity"	"NegativeEmotional"
"<S1A-057:2$B>"	"Oh that's nice"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	27	"Predicative"	0	1.77	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-058:1$B>"	"Haven't you got any nice serving bowl or are we gonna eat out of this"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	0	1.77	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-058:1$B>"	"Oh that's no good"	"good"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Predicative"	0	6.86	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-058:1$B>"	"He asks you would you like to come and have a a little drink with me"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	0	2.63	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-058:1$B>"	"I was so hot and bothered then we went and danced then I was whistled at and I turned around and I thought who's whistling"	"hot"	"so"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Predicative"	1	0.22	"NotPrimed"	-1.47638157908225	"PhysicalProperty"	"NonEmotional"
"<S1A-058:1$B>"	"Which good sort"	"good"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	0	6.86	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-058:1$C>"	"But eight dollars is good for a um um um show though um a a play"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	6.26	"NotPrimed"	0.142082545036258	"Value"	"PositiveEmotional"
"<S1A-058:1$C>"	"I'm sorry to I'm sorry if it's"	"sorry"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.58	"NotPrimed"	-0.550707654233597	"HumanPropensity"	"NonEmotional"
"<S1A-058:1$C>"	"I'm sorry to I'm sorry if it's"	"sorry"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.58	"NotPrimed"	-0.870653547263634	"HumanPropensity"	"NonEmotional"
"<S1A-058:1$B>"	"Oh actually I had a good time this afternoon"	"good"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	0	6.86	"NotPrimed"	0.0383683937852495	"Value"	"PositiveEmotional"
"<S1A-058:1$B>"	"went to ah Werrington to ah fly his glider and ah he was busy and I was chit-chatting to four chaps"	"busy"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Predicative"	0	0.3	"NotPrimed"	-0.167002932521963	"HumanPropensity"	"NonEmotional"
"<S1A-058:1$B>"	"You know aeroplanes and you have a little remote control and you go up into the air"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	0	2.63	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-058:1$B>"	"We're very clever ladies"	"clever"	"very"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Attributive"	1	0.04	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-058:1$B>"	"Oh lovely"	"lovely"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"SameGender"	37.5	"Predicative"	0	0.26	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-059:1$B>"	"Well it's it's nice to know some one else has weird ideas like that too"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	1.77	"NotPrimed"	2.11833967602804	"HumanPropensity"	"NonEmotional"
"<S1A-059:1$B>"	"Well it's it's nice to know some one else has weird ideas like that too"	"weird"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	0.13	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NegativeEmotional"
"<S1A-059:1$A>"	"But you know but he said he he was really surprised because even the first time he went they made him feel like so what's the big deal"	"big"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	38	"Attributive"	0	1.55	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"It's interesting that the men should think feel like that because I think that most women would think oh look great"	"interesting"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	1.29	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-059:1$B>"	"It's interesting that the men should think feel like that because I think that most women would think oh look great"	"great"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	1.42	"NotPrimed"	-3.66356164612965	"Value"	"NonEmotional"
"<S1A-059:1$B>"	"Look at dad and that must be really and that's really cool of him to do it"	"cool"	"really"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	1	0.09	"NotPrimed"	-2.8176987154868	"PhysicalProperty"	"PositiveEmotional"
"<S1A-059:1$B>"	"So it's interesting that they're initial perception is one that that you know oh they'll think I'm a sissy"	"interesting"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	1.29	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-059:1$A>"	"I think it's great"	"great"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	38	"Predicative"	0	1.42	"NotPrimed"	-3.66356164612965	"Value"	"NonEmotional"
"<S1A-059:1$B>"	"Well you know we do a little bit of country stuff when he goes up to Wiseman's and I took it up to Coffs Harbour a couple of years ago and did a little bit of driving up there but"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	2.63	"NotPrimed"	-0.19300871425589	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"Well you know we do a little bit of country stuff when he goes up to Wiseman's and I took it up to Coffs Harbour a couple of years ago and did a little bit of driving up there but"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	2.63	"NotPrimed"	-0.180969726885006	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"It's a long way to go for a weekend"	"long"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	0.95	"NotPrimed"	0.243561706762992	"Dimension"	"NonEmotional"
"<S1A-059:1$A>"	"It's terribly uncomfortable"	"uncomfortable"	"terribly"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	38	"Predicative"	1	0.04	"NotPrimed"	1	"Value"	"NegativeEmotional"
"<S1A-059:1$A>"	"You think winters are nice and warm and cuddly and"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	38	"Predicative"	0	1.77	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-059:1$B>"	"It's awful"	"awful"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	0.3	"NotPrimed"	-3.66356164612965	"Value"	"NegativeEmotional"
"<S1A-059:1$B>"	"We use to take the combi to the snow before kids and we drove up one night one Friday night and we had a couple of other friends in the back so it was laden up a little bit but as we act because we used to go up and camp half way up the mountain past and it was about ten or eleven o'clock at night and it was so cold going up the hill at that time of night"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	2.63	"NotPrimed"	1.83774926888934	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"We use to take the combi to the snow before kids and we drove up one night one Friday night and we had a couple of other friends in the back so it was laden up a little bit but as we act because we used to go up and camp half way up the mountain past and it was about ten or eleven o'clock at night and it was so cold going up the hill at that time of night"	"cold"	"so"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	1	0.43	"NotPrimed"	-1.1506978834695	"PhysicalProperty"	"NegativeEmotional"
"<S1A-059:1$B>"	"It was so cold"	"cold"	"so"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	1	0.43	"Primed"	-3.01529786897511	"PhysicalProperty"	"NegativeEmotional"
"<S1A-059:1$B>"	"Poor old thing come on"	"old"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	1.47	"NotPrimed"	-2.55294452640603	"Age"	"NonEmotional"
"<S1A-059:1$B>"	"It's amazing"	"amazing"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	0.35	"NotPrimed"	1	"Value"	"NonEmotional"
"<S1A-059:1$A>"	"A big cabbage patch or something and I was scared"	"big"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	38	"Attributive"	0	1.55	"NotPrimed"	-1.25390175666883	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"And um yes so I must admit I'd sometimes get a little bit scared but this was this was twenty years ago and I don't think you really heard a lot about it"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	2.63	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-059:1$B>"	"They weren't publicised as much plus we were young and we didn't sort of really think about it"	"young"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	0	0.65	"NotPrimed"	-0.429677138563345	"Age"	"PositiveEmotional"
"<S1A-059:1$B>"	"It was a great dog"	"great"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	1.42	"NotPrimed"	-3.17480386721675	"Value"	"NonEmotional"
"<S1A-059:1$B>"	"And um we were in the tent and suddenly we heard these strange noises"	"strange"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	0.17	"NotPrimed"	-1.73346640301665	"Value"	"NonEmotional"
"<S1A-059:1$B>"	"Really strange"	"strange"	"really"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	1	0.17	"NotPrimed"	1.76607038823018	"Value"	"NonEmotional"
"<S1A-059:1$B>"	"It was so funny"	"funny"	"so"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Predicative"	1	0.6	"NotPrimed"	-2.43754577031496	"HumanPropensity"	"NonEmotional"
"<S1A-059:1$B>"	"You know when you're close to settlements people sort of know you're coming like we we had this dog with us and this particular journey we went"	"particular"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	0.26	"NotPrimed"	-3.66356164612965	"Other"	"NonEmotional"
"<S1A-059:1$B>"	"They just know you and word gets around and um a little way out of Bullier or Bedourie we camped one night and and just before we left in the morning the dog was bitten by a snake and we"	"little"	"0"	"Woman"	"26-40"	"ACMP"	"Dyad"	"SameGender"	40	"Attributive"	0	2.63	"NotPrimed"	0.241628534871356	"Dimension"	"NonEmotional"
"<S1A-060:1$A>"	"I'm serious I really was on TV"	"serious"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.28	"NotPrimed"	0.335659864743978	"HumanPropensity"	"NonEmotional"
"<S1A-060:1$B>"	"How many girls like watching bloody rugby union was it"	"bloody"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	0.46	"NotPrimed"	1	"PhysicalProperty"	"NegativeEmotional"
"<S1A-060:1$A>"	"I was born Geelong then I moved to all those different states"	"different"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-060:1$B>"	"Yoghurt's runny and this one's hard"	"hard"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.66	"NotPrimed"	-0.573676814481807	"PhysicalProperty"	"NonEmotional"
"<S1A-060:1$B>"	"This one's pretty funny"	"funny"	"pretty"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	1	1.16	"NotPrimed"	-1.83834044594191	"HumanPropensity"	"NonEmotional"
"<S1A-060:1$B>"	"And um and they're all hanging outside and they're all pretty nervous"	"nervous"	"pretty"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	1	0.1	"Primed"	-0.0854911458758567	"HumanPropensity"	"NegativeEmotional"
"<S1A-060:1$B>"	"And he's in there for about ten fifteen minutes and he comes back out and he's got a big smile on his face and the other two go oh what happened"	"big"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	2.11	"NotPrimed"	0.785676019965531	"Dimension"	"NonEmotional"
"<S1A-060:1$B>"	"Oh mate it was so good"	"good"	"so"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-060:1$B>"	"And the second bloke oh he he's pretty impressed so he runs in and he's in there for about ten fifteen minutes and he comes out big smile on his face and he goes oh exactly the same thing"	"big"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-060:1$B>"	"And um and he's like he's as keen as mustard so he runs in and he's in there for about twenty twenty five minutes so the blokes outside are getting pretty worried"	"keen"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.02	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-060:1$B>"	"Anyway he comes back out big smile on his face and the bloke goes oh what happened"	"big"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	2.11	"NotPrimed"	-0.3132091293024	"Dimension"	"NonEmotional"
"<S1A-060:1$B>"	"He said oh it looked so good I licked it off myself."	"good"	"so"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	1	6.26	"NotPrimed"	-2.22645219526507	"Value"	"PositiveEmotional"
"<S1A-060:1$A>"	"Have you heard the green horse joke where he paints his horse green"	"green"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	0.26	"NotPrimed"	-3.03005218363963	"Color"	"PositiveEmotional"
"<S1A-060:1$B>"	"Yeah Yeah That one has got some good jokes"	"good"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Attributive"	0	6.26	"NotPrimed"	1.65721538842623	"Value"	"PositiveEmotional"
"<S1A-060:1$A>"	"Jarred hard I felt sorry for him a bit"	"sorry"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	0.58	"NotPrimed"	-1.13283877864748	"HumanPropensity"	"NonEmotional"
"<S1A-060:1$A>"	"And then um like she goes back to her her bloke and the guy asks her you know was it good and she says yes"	"good"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"SameGender"	18	"Predicative"	0	6.26	"NotPrimed"	2.00655200981202	"Value"	"PositiveEmotional"
