"Age"	"Adjective"	"FileSpeaker"	"Function"	"Priming"	"Gender"	"Occupation"	"ConversationType"	"AudienceSize"	"very"	"really"	"Freq"	"Gradabilty"	"SemanticCategory"	"Emotionality"
"17-25"	"other"	"<S1A-082:1$C>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	4.64088	"GradabilityUndetermined"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-082:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.55249	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-082:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	0.55249	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"good"	"<S1A-082:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-082:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.1105	"GradabilityUndetermined"	"HumanPropensity"	"NegativeEmotional"
"17-25"	"other"	"<S1A-082:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.1105	"NotGradable"	"NoSemType"	"NonEmotional"
"17-25"	"other"	"<S1A-082:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.33149	"GradabilityUndetermined"	"Value"	"NegativeEmotional"
"17-25"	"good"	"<S1A-082:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-083:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-083:1$C>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-083:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-083:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	2.43094	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-083:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	1	0	0.66298	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"bad"	"<S1A-083:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-083:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	0.88398	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"bad"	"<S1A-083:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"other"	"<S1A-084:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	0.40816	"NotGradable"	"Dimension"	"NonEmotional"
"41-80"	"good"	"<S1A-086:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	16.07143	"NotGradable"	"Value"	"PositiveEmotional"
"41-80"	"good"	"<S1A-086:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	16.07143	"NotGradable"	"Value"	"PositiveEmotional"
"41-80"	"other"	"<S1A-086:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	2.23214	"NotGradable"	"Value"	"PositiveEmotional"
"41-80"	"good"	"<S1A-086:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	16.07143	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-087:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.1105	"NotGradable"	"NoSemType"	"NonEmotional"
"17-25"	"other"	"<S1A-087:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.44199	"Gradable"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-087:1$B>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.32597	"NotGradable"	"HumanPropensity"	"NegativeEmotional"
"17-25"	"other"	"<S1A-087:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.44199	"NotGradable"	"NoSemType"	"NonEmotional"
"17-25"	"other"	"<S1A-088:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.43646	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-088:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-088:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"bad"	"<S1A-088:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-088:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.53039	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-088:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"interesting"	"<S1A-089:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	1	0	2.09945	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-090:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-091:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"bad"	"<S1A-091:1$B>"	"Predicative"	"NoPrime"	"Women"	"SkilledLabor"	"MixedSex"	"Dyad"	0	0	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-091:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	1.10497	"NotGradable"	"Dimension"	"NegativeEmotional"
"41-80"	"other"	"<S1A-092:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	0.61728	"Gradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"other"	"<S1A-092:1$A>"	"Predicative"	"NoPrime"	"Women"	"SkilledLabor"	"SameSex"	"Dyad"	1	0	0.81633	"NotGradable"	"PhysicalProperty"	"NegativeEmotional"
"26-40"	"other"	"<S1A-092:1$A>"	"Predicative"	"NoPrime"	"Women"	"SkilledLabor"	"SameSex"	"Dyad"	1	0	0.81633	"Gradable"	"NoSemType"	"PositiveEmotional"
"41-80"	"other"	"<S1A-092:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.93827	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-093:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.66298	"NotGradable"	"PhysicalProperty"	"NegativeEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.21547	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"17-25"	"funny"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	1.65746	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.64088	"GradabilityUndetermined"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-094:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	4.1989	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.53039	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-094:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.53039	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-094:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	1.32597	"NotGradable"	"HumanPropensity"	"NegativeEmotional"
"26-40"	"other"	"<S1A-095:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	1.22449	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"bad"	"<S1A-095:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	2.85714	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"bad"	"<S1A-096:1$B>"	"Attributive"	"NoPrime"	"Women"	NA	"SameSex"	"Dyad"	0	1	2.85714	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"funny"	"<S1A-096:1$B>"	"Predicative"	"NoPrime"	"Women"	NA	"SameSex"	"Dyad"	0	1	0.81633	"NotGradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"other"	"<S1A-096:1$A>"	"Predicative"	"NoPrime"	"Women"	NA	"SameSex"	"Dyad"	0	0	0.40816	"NotGradable"	"NoSemType"	"NonEmotional"
"26-40"	"other"	"<S1A-096:1$A>"	"Attributive"	"NoPrime"	"Women"	NA	"SameSex"	"Dyad"	1	0	0.81633	"NotGradable"	"Dimension"	"NonEmotional"
"26-40"	"interesting"	"<S1A-097:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	5.06329	"Gradable"	"Value"	"PositiveEmotional"
"26-40"	"interesting"	"<S1A-097:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	5.06329	"Gradable"	"Value"	"PositiveEmotional"
"26-40"	"good"	"<S1A-097:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	27.8481	"NotGradable"	"Value"	"PositiveEmotional"
"26-40"	"interesting"	"<S1A-097:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	5.06329	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-099:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-099:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-038:1$A>"	"Attributive"	"Prime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	4.1989	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-038:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	0.22099	"NotGradable"	"Value"	"NonEmotional"
