id	file.speaker.id	text.id	spk.ref	zone	date	sex	age	word.count
697	<S1B-043$B>	S1B-043	B	mixed between ni and roi	1990-1994	male	50+	1484
698	<S1B-043$C>	S1B-043	C	northern ireland	1990-1994	male	NA	89
699	<S1B-044$A>	S1B-044	A	northern ireland	1990-1994	male	50+	711
700	<S1B-044$B>	S1B-044	B	mixed between ni and roi	1990-1994	male	50+	1386
701	<S1B-045$A>	S1B-045	A	northern ireland	1990-1994	male	NA	244
702	<S1B-045$B>	S1B-045	B	northern ireland	1990-1994	male	50+	1776
703	<S1B-046$A>	S1B-046	A	republic of ireland	1990-1994	male	NA	423
704	<S1B-046$B>	S1B-046	B	republic of ireland	1990-1994	female	34-41	1430
705	<S1B-046$C>	S1B-046	C	republic of ireland	1990-1994	male	50+	158
706	<S1B-047$A>	S1B-047	A	republic of ireland	1990-1994	male	NA	661
707	<S1B-047$B>	S1B-047	B	republic of ireland	1990-1994	male	34-41	954
708	<S1B-047$C>	S1B-047	C	republic of ireland	1990-1994	male	50+	278
709	<S1B-047$D>	S1B-047	D	republic of ireland	1990-1994	male	42-49	190
710	<S1B-048$A>	S1B-048	A	republic of ireland	1990-1994	male	NA	304
711	<S1B-048$B>	S1B-048	B	republic of ireland	1990-1994	male	50+	1691
712	<S1B-049$A>	S1B-049	A	republic of ireland	1990-1994	male	50+	291
713	<S1B-049$B>	S1B-049	B	republic of ireland	1990-1994	male	42-49	1170
714	<S1B-050$?>	S1B-050	?	NA	NA	NA	NA	21
715	<S1B-050$A>	S1B-050	A	republic of ireland	1990-1994	male	NA	311
716	<S1B-050$B>	S1B-050	B	republic of ireland	1990-1994	female	NA	372
717	<S1B-050$C>	S1B-050	C	republic of ireland	1990-1994	male	NA	171
718	<S1B-050$D>	S1B-050	D	republic of ireland	1990-1994	male	NA	201
719	<S1B-050$E>	S1B-050	E	republic of ireland	1990-1994	male	NA	78
720	<S1B-050$F>	S1B-050	F	republic of ireland	1990-1994	female	NA	96
721	<S1B-050$G>	S1B-050	G	republic of ireland	1990-1994	female	NA	89
722	<S1B-050$H>	S1B-050	H	republic of ireland	1990-1994	female	NA	508
723	<S1B-050$I>	S1B-050	I	republic of ireland	1990-1994	female	NA	85
724	<S1B-050$J>	S1B-050	J	republic of ireland	1990-1994	male	19-25	67
725	<S1B-051$?>	S1B-051	?	NA	NA	NA	NA	3
726	<S1B-051$A>	S1B-051	A	northern ireland	1995-2001	male	50+	1504
727	<S1B-051$B>	S1B-051	B	northern ireland	1995-2001	male	50+	2
728	<S1B-051$C>	S1B-051	C	northern ireland	1995-2001	male	50+	11
729	<S1B-051$D>	S1B-051	D	northern ireland	1995-2001	male	50+	1008
730	<S1B-051$X>	S1B-051	X	NA	NA	NA	NA	0
731	<S1B-052$A>	S1B-052	A	northern ireland	1995-2001	male	50+	1048
732	<S1B-052$B>	S1B-052	B	northern ireland	1995-2001	male	50+	66
733	<S1B-052$C>	S1B-052	C	northern ireland	1995-2001	male	50+	231
734	<S1B-052$D>	S1B-052	D	northern ireland	1995-2001	male	50+	763
735	<S1B-053$A>	S1B-053	A	northern ireland	1995-2001	male	34-41	616
736	<S1B-053$B>	S1B-053	B	northern ireland	1995-2001	male	50+	86
737	<S1B-053$C>	S1B-053	C	northern ireland	1995-2001	male	50+	36
738	<S1B-053$D>	S1B-053	D	northern ireland	1995-2001	female	42-49	586
739	<S1B-053$E>	S1B-053	E	northern ireland	1995-2001	male	NA	640
740	<S1B-053$F>	S1B-053	F	northern ireland	1995-2001	male	26-33	6
741	<S1B-053$X>	S1B-053	X	NA	NA	NA	NA	6
742	<S1B-054$A>	S1B-054	A	northern ireland	1995-2001	male	50+	143
743	<S1B-054$B>	S1B-054	B	northern ireland	1995-2001	male	NA	205
744	<S1B-054$C>	S1B-054	C	northern ireland	1995-2001	male	50+	14
745	<S1B-054$D>	S1B-054	D	northern ireland	1995-2001	male	50+	635
746	<S1B-054$E>	S1B-054	E	northern ireland	1995-2001	male	50+	153
747	<S1B-054$F>	S1B-054	F	northern ireland	1995-2001	male	34-41	878
748	<S1B-054$X>	S1B-054	X	northern ireland	1995-2001	NA	NA	2
749	<S1B-055$?>	S1B-055	?	NA	NA	NA	NA	2
750	<S1B-055$A>	S1B-055	A	northern ireland	1995-2001	male	NA	1666
751	<S1B-055$B>	S1B-055	B	northern ireland	1995-2001	male	NA	5
752	<S1B-055$C>	S1B-055	C	northern ireland	1995-2001	male	50+	239
753	<S1B-055$D>	S1B-055	D	northern ireland	1995-2001	male	NA	29
754	<S1B-055$E>	S1B-055	E	northern ireland	1995-2001	male	50+	12
755	<S1B-055$F>	S1B-055	F	northern ireland	1995-2001	male	42-49	349
756	<S1B-055$X>	S1B-055	X	northern ireland	1995-2001	NA	NA	24
757	<S1B-056$A>	S1B-056	A	republic of ireland	1990-1994	male	42-49	354
758	<S1B-056$B>	S1B-056	B	republic of ireland	1990-1994	male	50+	315
759	<S1B-056$C>	S1B-056	C	republic of ireland	1990-1994	male	50+	658
760	<S1B-056$D>	S1B-056	D	republic of ireland	1990-1994	male	50+	177
761	<S1B-056$E>	S1B-056	E	republic of ireland	1990-1994	male	42-49	148
762	<S1B-056$F>	S1B-056	F	republic of ireland	1990-1994	male	42-49	14
763	<S1B-056$G>	S1B-056	G	republic of ireland	1990-1994	male	NA	7
764	<S1B-056$X>	S1B-056	X	NA	NA	NA	NA	0
765	<S1B-057$?>	S1B-057	?	NA	NA	NA	NA	15
766	<S1B-057$A>	S1B-057	A	republic of ireland	1990-1994	male	50+	126
767	<S1B-057$B>	S1B-057	B	republic of ireland	1990-1994	male	42-49	8
768	<S1B-057$C>	S1B-057	C	republic of ireland	1990-1994	female	34-41	126
769	<S1B-057$D>	S1B-057	D	republic of ireland	1990-1994	male	42-49	223
770	<S1B-057$E>	S1B-057	E	republic of ireland	1990-1994	male	42-49	155
771	<S1B-057$F>	S1B-057	F	republic of ireland	1990-1994	male	50+	176
772	<S1B-057$G>	S1B-057	G	republic of ireland	1990-1994	male	42-49	802
773	<S1B-057$H>	S1B-057	H	republic of ireland	1990-1994	male	42-49	109
774	<S1B-057$X>	S1B-057	X	republic of ireland	1990-1994	NA	NA	11
775	<S1B-058$A>	S1B-058	A	republic of ireland	1990-1994	male	50+	804
776	<S1B-058$B>	S1B-058	B	republic of ireland	1990-1994	male	50+	237
777	<S1B-058$C>	S1B-058	C	republic of ireland	1990-1994	male	50+	101
778	<S1B-058$D>	S1B-058	D	republic of ireland	1990-1994	female	34-41	136
779	<S1B-058$E>	S1B-058	E	republic of ireland	1990-1994	male	42-49	344
780	<S1B-058$F>	S1B-058	F	republic of ireland	1990-1994	male	34-41	369
781	<S1B-058$G>	S1B-058	G	republic of ireland	1990-1994	male	42-49	250
782	<S1B-059$A>	S1B-059	A	republic of ireland	1995-2001	male	42-49	1054
783	<S1B-059$B>	S1B-059	B	republic of ireland	1995-2001	male	34-41	3
784	<S1B-059$X>	S1B-059	X	republic of ireland	1995-2001	NA	NA	2
785	<S1B-060$A>	S1B-060	A	republic of ireland	1995-2001	male	42-49	2203
786	<S1B-060$B>	S1B-060	B	republic of ireland	1995-2001	male	50+	3
787	<S1B-060$C>	S1B-060	C	republic of ireland	1995-2001	male	42-49	5
788	<S1B-060$D>	S1B-060	D	republic of ireland	1995-2001	male	42-49	2
789	<S1B-060$E>	S1B-060	E	NA	NA	NA	NA	0
790	<S1B-060$X>	S1B-060	X	republic of ireland	1995-2001	NA	NA	2
791	<S1B-061$A>	S1B-061	A	northern ireland	1990-1994	male	NA	765
792	<S1B-061$B>	S1B-061	B	northern ireland	1990-1994	female	NA	595
793	<S1B-061$C>	S1B-061	C	northern ireland	1990-1994	male	NA	736
794	<S1B-062$A>	S1B-062	A	northern ireland	1990-1994	male	NA	682
795	<S1B-062$B>	S1B-062	B	northern ireland	1990-1994	male	NA	72
796	<S1B-062$C>	S1B-062	C	northern ireland	1990-1994	male	NA	900
797	<S1B-062$D>	S1B-062	D	northern ireland	1990-1994	male	NA	38
798	<S1B-063$A>	S1B-063	A	northern ireland	1990-1994	male	NA	1159
799	<S1B-063$B>	S1B-063	B	northern ireland	1990-1994	male	NA	9
800	<S1B-063$C>	S1B-063	C	northern ireland	1990-1994	male	NA	112
801	<S1B-063$D>	S1B-063	D	northern ireland	1990-1994	male	NA	365
802	<S1B-063$E>	S1B-063	E	northern ireland	1990-1994	male	NA	282
803	<S1B-064$A>	S1B-064	A	northern ireland	1990-1994	female	NA	1160
804	<S1B-064$B>	S1B-064	B	northern ireland	1990-1994	male	NA	236
805	<S1B-064$C>	S1B-064	C	northern ireland	1990-1994	female	NA	319
806	<S1B-064$D>	S1B-064	D	northern ireland	1990-1994	male	NA	332
807	<S1B-065$A>	S1B-065	A	northern ireland	1990-1994	male	NA	1122
808	<S1B-065$B>	S1B-065	B	northern ireland	1990-1994	female	NA	401
809	<S1B-065$C>	S1B-065	C	northern ireland	1990-1994	male	NA	329
810	<S1B-066$A>	S1B-066	A	republic of ireland	1990-1994	male	NA	797
811	<S1B-066$B>	S1B-066	B	republic of ireland	1990-1994	male	34-41	83
812	<S1B-066$C>	S1B-066	C	republic of ireland	1990-1994	male	42-49	666
813	<S1B-066$D>	S1B-066	D	republic of ireland	1990-1994	male	34-41	97
814	<S1B-066$E>	S1B-066	E	republic of ireland	1990-1994	male	42-49	340
815	<S1B-066$X>	S1B-066	X	republic of ireland	1990-1994	male	NA	1
816	<S1B-066$Y>	S1B-066	Y	non-corpus speaker	1990-1994	male	NA	0
817	<S1B-067$A>	S1B-067	A	republic of ireland	1990-1994	male	42-49	121
818	<S1B-067$B>	S1B-067	B	republic of ireland	1990-1994	male	NA	396
819	<S1B-067$C>	S1B-067	C	republic of ireland	1990-1994	male	50+	106
820	<S1B-067$D>	S1B-067	D	republic of ireland	1990-1994	male	34-41	18
821	<S1B-067$E>	S1B-067	E	republic of ireland	1990-1994	male	42-49	124
822	<S1B-067$F>	S1B-067	F	republic of ireland	1990-1994	male	42-49	152
823	<S1B-067$X>	S1B-067	X	non-corpus speaker	1990-1994	male	NA	0
824	<S1B-068$A>	S1B-068	A	republic of ireland	1995-2001	male	50+	1067
825	<S1B-068$B>	S1B-068	B	republic of ireland	1995-2001	male	50+	1074
826	<S1B-068$C>	S1B-068	C	republic of ireland	1995-2001	male	NA	14
827	<S1B-069$A>	S1B-069	A	republic of ireland	1990-1994	male	42-49	467
828	<S1B-069$B>	S1B-069	B	republic of ireland	1990-1994	male	NA	1664
829	<S1B-069$C>	S1B-069	C	republic of ireland	1990-1994	male	NA	24
830	<S1B-070$A>	S1B-070	A	republic of ireland	1990-1994	male	42-49	655
831	<S1B-070$B>	S1B-070	B	republic of ireland	1990-1994	male	50+	1135
832	<S1B-070$C>	S1B-070	C	republic of ireland	1990-1994	male	NA	124
833	<S1B-070$D>	S1B-070	D	republic of ireland	1990-1994	male	42-49	251
834	<S1B-071$A>	S1B-071	A	northern ireland	1990-1994	female	50+	835
835	<S1B-071$B>	S1B-071	B	northern ireland	1990-1994	male	42-49	1044
836	<S1B-072$A>	S1B-072	A	northern ireland	1990-1994	male	NA	1028
837	<S1B-072$B>	S1B-072	B	northern ireland	1990-1994	male	26-33	952
838	<S1B-073$A>	S1B-073	A	northern ireland	1990-1994	female	NA	726
839	<S1B-073$B>	S1B-073	B	northern ireland	1990-1994	male	19-25	491
840	<S1B-073$C>	S1B-073	C	northern ireland	1990-1994	female	NA	481
841	<S1B-073$D>	S1B-073	D	northern ireland	1990-1994	female	NA	260
842	<S1B-074$A>	S1B-074	A	northern ireland	2002-2005	male	42-49	1333
843	<S1B-074$B>	S1B-074	B	northern ireland	2002-2005	male	42-49	672
844	<S1B-074$C>	S1B-074	C	northern ireland	2002-2005	male	NA	171
845	<S1B-074$D>	S1B-074	D	non-corpus speaker	2002-2005	male	50+	0
846	<S1B-074$E>	S1B-074	E	northern ireland	2002-2005	male	NA	160
847	<S1B-075$A>	S1B-075	A	northern ireland	2002-2005	female	NA	340
848	<S1B-075$B>	S1B-075	B	northern ireland	2002-2005	female	NA	1654
849	<S1B-076$A>	S1B-076	A	republic of ireland	2002-2005	female	34-41	1337
850	<S1B-076$B>	S1B-076	B	republic of ireland	2002-2005	female	34-41	614
851	<S1B-077$A>	S1B-077	A	republic of ireland	1990-1994	female	NA	1490
852	<S1B-077$B>	S1B-077	B	republic of ireland	1990-1994	male	NA	174
853	<S1B-077$C>	S1B-077	C	republic of ireland	1990-1994	female	NA	244
854	<S1B-077$D>	S1B-077	D	republic of ireland	1990-1994	male	NA	45
855	<S1B-077$E>	S1B-077	E	republic of ireland	1990-1994	female	NA	370
856	<S1B-078$?>	S1B-078	?	NA	NA	NA	NA	15
857	<S1B-078$A?>	S1B-078	A?	NA	NA	NA	NA	3
858	<S1B-078$A>	S1B-078	A	republic of ireland	2002-2005	female	NA	220
859	<S1B-078$B?>	S1B-078	B?	NA	NA	NA	NA	28
860	<S1B-078$B>	S1B-078	B	republic of ireland	2002-2005	female	NA	13
861	<S1B-078$C?>	S1B-078	C?	NA	NA	NA	NA	26
862	<S1B-078$C>	S1B-078	C	republic of ireland	2002-2005	female	19-25	520
863	<S1B-078$D>	S1B-078	D	republic of ireland	2002-2005	female	NA	865
864	<S1B-078$E>	S1B-078	E	northern ireland	2002-2005	female	34-41	112
865	<S1B-078$F>	S1B-078	F	republic of ireland	2002-2005	female	NA	264
866	<S1B-079$?>	S1B-079	?	NA	NA	NA	NA	1
867	<S1B-079$A>	S1B-079	A	republic of ireland	2002-2005	female	NA	114
868	<S1B-079$B?>	S1B-079	B?	NA	NA	NA	NA	9
869	<S1B-079$C?>	S1B-079	C?	NA	NA	NA	NA	4
870	<S1B-079$C>	S1B-079	C	republic of ireland	2002-2005	female	NA	1336
871	<S1B-079$E>	S1B-079	E	non-corpus speaker	2002-2005	female	42-49	0
872	<S1B-080$?>	S1B-080	?	NA	NA	NA	NA	1
873	<S1B-080$A>	S1B-080	A	mixed between ni and roi	2002-2005	male	26-33	1002
874	<S1B-080$B>	S1B-080	B	mixed between ni and roi	2002-2005	female	19-25	310
875	<S1B-080$C>	S1B-080	C	republic of ireland	2002-2005	male	19-25	272
876	<S1B-080$D>	S1B-080	D	republic of ireland	2002-2005	female	42-49	446
877	<S1B-080$E>	S1B-080	E	republic of ireland	2002-2005	male	19-25	15
878	<S1B-080$F>	S1B-080	F	mixed between ni and roi	2002-2005	female	19-25	0
879	<S1B-080$G>	S1B-080	G	northern ireland	2002-2005	male	19-25	50
880	<S1B-080$J>	S1B-080	J	NA	NA	NA	NA	21
881	<S1B-080$P>	S1B-080	P	republic of ireland	2002-2005	female	34-41	30
882	<S2A-001$A>	S2A-001	A	northern ireland	2002-2005	male	NA	1443
883	<S2A-001$B>	S2A-001	B	northern ireland	2002-2005	male	50+	608
884	<S2A-002$A>	S2A-002	A	northern ireland	1995-2001	male	34-41	1144
885	<S2A-002$B>	S2A-002	B	northern ireland	1995-2001	male	NA	696
886	<S2A-003$A>	S2A-003	A	northern ireland	1990-1994	male	NA	199
887	<S2A-003$B>	S2A-003	B	northern ireland	1990-1994	male	26-33	78
888	<S2A-003$C>	S2A-003	C	northern ireland	1990-1994	male	NA	709
889	<S2A-003$D>	S2A-003	D	northern ireland	1990-1994	male	42-49	432
890	<S2A-003$A>	S2A-003	A	northern ireland	1990-1994	male	NA	406
891	<S2A-003$E>	S2A-003	E	northern ireland	1990-1994	male	NA	257
892	<S2A-004$A>	S2A-004	A	northern ireland	2002-2005	male	42-49	1457
893	<S2A-004$B>	S2A-004	B	northern ireland	2002-2005	male	34-41	550
894	<S2A-005$A>	S2A-005	A	northern ireland	1990-1994	male	NA	1983
895	<S2A-005$B>	S2A-005	B	non-corpus speaker	1990-1994	male	NA	0
896	<S2A-005$C>	S2A-005	C	non-corpus speaker	1990-1994	male	NA	0
897	<S2A-005$D>	S2A-005	D	non-corpus speaker	1990-1994	male	NA	0
898	<S2A-006$A>	S2A-006	A	northern ireland	2002-2005	male	NA	1385
899	<S2A-006$B>	S2A-006	B	northern ireland	2002-2005	male	50+	842
900	<S2A-007$A>	S2A-007	A	northern ireland	1990-1994	male	42-49	2194
901	<S2A-008$A>	S2A-008	A	northern ireland	1990-1994	male	NA	2038
902	<S2A-009$A>	S2A-009	A	northern ireland	1995-2001	male	42-49	935
903	<S2A-009$B>	S2A-009	B	northern ireland	1995-2001	male	42-49	1163
904	<S2A-010$A>	S2A-010	A	northern ireland	1995-2001	male	NA	260
905	<S2A-010$B>	S2A-010	B	northern ireland	1995-2001	male	42-49	427
906	<S2A-010$C>	S2A-010	C	northern ireland	1995-2001	male	34-41	625
907	<S2A-010$D>	S2A-010	D	northern ireland	1995-2001	female	34-41	240
908	<S2A-010$E>	S2A-010	E	northern ireland	1995-2001	male	42-49	632
909	<S2A-010$F>	S2A-010	F	northern ireland	1995-2001	male	34-41	200
910	<S2A-011$B>	S2A-011	B	republic of ireland	1990-1994	male	NA	1694
911	<S2A-011$C>	S2A-011	C	NA	NA	NA	NA	144
912	<S2A-012$A>	S2A-012	A	republic of ireland	1990-1994	male	50+	787
913	<S2A-012$A>	S2A-012	A	republic of ireland	1990-1994	male	50+	1287
914	<S2A-013$A>	S2A-013	A	republic of ireland	1990-1994	male	NA	1456
915	<S2A-013$B>	S2A-013	B	republic of ireland	1990-1994	male	NA	489
916	<S2A-014$A>	S2A-014	A	republic of ireland	1990-1994	male	50+	1329
917	<S2A-014$B>	S2A-014	B	republic of ireland	1990-1994	male	34-41	404
918	<S2A-015$A>	S2A-015	A	mixed between ni and roi	2002-2005	male	34-41	2172
919	<S2A-016$A>	S2A-016	A	republic of ireland	1995-2001	female	34-41	2482
920	<S2A-016$B>	S2A-016	B	republic of ireland	1995-2001	male	NA	67
921	<S2A-017$A>	S2A-017	A	republic of ireland	1990-1994	female	34-41	1343
922	<S2A-018$A>	S2A-018	A	republic of ireland	1990-1994	male	NA	1806
923	<S2A-018$B>	S2A-018	B	republic of ireland	1990-1994	male	NA	455
924	<S2A-019$A>	S2A-019	A	republic of ireland	1995-2001	male	NA	584
925	<S2A-019$B>	S2A-019	B	non-corpus speaker	1995-2001	female	NA	0
926	<S2A-019$C>	S2A-019	C	non-corpus speaker	1995-2001	male	NA	71
927	<S2A-019$D>	S2A-019	D	republic of ireland	1995-2001	male	NA	672
928	<S2A-019$D>	S2A-019	D	republic of ireland	1995-2001	male	NA	214
929	<S2A-019$D>	S2A-019	D	republic of ireland	1995-2001	male	NA	433
930	<S2A-020$A>	S2A-020	A	republic of ireland	1990-1994	male	NA	1275
931	<S2A-021$A>	S2A-021	A	northern ireland	1990-1994	female	NA	2100
932	<S2A-022$A>	S2A-022	A	northern ireland	1990-1994	male	NA	1639
933	<S2A-023$A>	S2A-023	A	northern ireland	1990-1994	male	50+	2367
934	<S2A-024$A>	S2A-024	A	northern ireland	1990-1994	female	50+	2105
935	<S2A-025$A>	S2A-025	A	northern ireland	1990-1994	male	50+	1524
936	<S2A-026$A>	S2A-026	A	northern ireland	2002-2005	male	50+	1964
937	<S2A-027$?>	S2A-027	?	NA	NA	NA	NA	2
938	<S2A-027$A>	S2A-027	A	northern ireland	1990-1994	female	34-41	2211
939	<S2A-027$B>	S2A-027	B	northern ireland	1990-1994	male	26-33	28
940	<S2A-028$A>	S2A-028	A	northern ireland	1990-1994	female	34-41	1981
941	<S2A-028$X>	S2A-028	X	northern ireland	1990-1994	NA	NA	59
942	<S2A-029$A>	S2A-029	A	northern ireland	1990-1994	female	NA	721
943	<S2A-029$B>	S2A-029	B	northern ireland	1990-1994	male	NA	1201
944	<S2A-030$A>	S2A-030	A	northern ireland	1990-1994	male	NA	1949
945	<S2A-031$A>	S2A-031	A	northern ireland	1990-1994	female	NA	753
946	<S2A-031$B>	S2A-031	B	northern ireland	1990-1994	male	34-41	1365
947	<S2A-032$A>	S2A-032	A	northern ireland	1990-1994	female	34-41	2168
948	<S2A-033$A>	S2A-033	A	northern ireland	1990-1994	male	42-49	1615
949	<S2A-033$B>	S2A-033	B	northern ireland	1990-1994	male	NA	21
950	<S2A-034$A>	S2A-034	A	northern ireland	1990-1994	male	NA	1978
951	<S2A-034$B>	S2A-034	B	northern ireland	1990-1994	female	NA	21
952	<S2A-035$A>	S2A-035	A	northern ireland	2002-2005	female	50+	2244
953	<S2A-036$A>	S2A-036	A	republic of ireland	1990-1994	male	NA	2281
954	<S2A-036$B>	S2A-036	B	NA	NA	NA	NA	2
955	<S2A-036$C>	S2A-036	C	NA	NA	NA	NA	8
956	<S2A-037$A>	S2A-037	A	republic of ireland	1990-1994	male	NA	2565
957	<S2A-038$A>	S2A-038	A	republic of ireland	1990-1994	female	NA	2073
958	<S2A-039$A>	S2A-039	A	republic of ireland	1990-1994	male	42-49	2158
959	<S2A-040$A>	S2A-040	A	republic of ireland	1990-1994	male	26-33	1947
960	<S2A-040$B>	S2A-040	B	republic of ireland	1990-1994	NA	NA	2
961	<S2A-041$A>	S2A-041	A	republic of ireland	1990-1994	male	NA	1125
962	<S2A-041$B>	S2A-041	B	NA	NA	NA	NA	0
963	<S2A-042$A>	S2A-042	A	republic of ireland	1990-1994	female	NA	2032
964	<S2A-042$B>	S2A-042	B	republic of ireland	1990-1994	female	NA	3
965	<S2A-042$D>	S2A-042	D	republic of ireland	1990-1994	female	NA	3
966	<S2A-042$E>	S2A-042	E	republic of ireland	1990-1994	female	NA	23
967	<S2A-042$F>	S2A-042	F	republic of ireland	1990-1994	female	NA	0
968	<S2A-042$G>	S2A-042	G	republic of ireland	1990-1994	female	NA	0
969	<S2A-042$H>	S2A-042	H	republic of ireland	1990-1994	female	NA	23
970	<S2A-042$I>	S2A-042	I	republic of ireland	1990-1994	female	NA	1
971	<S2A-042$J>	S2A-042	J	republic of ireland	1990-1994	female	NA	5
972	<S2A-042$K>	S2A-042	K	republic of ireland	1990-1994	female	NA	0
973	<S2A-042$L>	S2A-042	L	republic of ireland	1990-1994	female	NA	23
974	<S2A-043$A>	S2A-043	A	republic of ireland	1990-1994	female	42-49	2234
975	<S2A-043$B>	S2A-043	B	republic of ireland	1990-1994	female	NA	47
976	<S2A-044$A>	S2A-044	A	republic of ireland	2002-2005	male	50+	2039
977	<S2A-045$A>	S2A-045	A	republic of ireland	2002-2005	male	50+	2040
978	<S2A-046$A>	S2A-046	A	republic of ireland	2002-2005	male	50+	2051
979	<S2A-047$A>	S2A-047	A	republic of ireland	2002-2005	male	50+	2340
980	<S2A-048$A>	S2A-048	A	republic of ireland	2002-2005	male	42-49	2200
981	<S2A-049$A>	S2A-049	A	mixed between ni and roi	2002-2005	male	50+	1665
982	<S2A-050$A>	S2A-050	A	republic of ireland	2002-2005	male	42-49	1317
983	<S2A-050$B>	S2A-050	B	republic of ireland	2002-2005	male	NA	9
984	<S2A-051$A>	S2A-051	A	northern ireland	1990-1994	male	NA	2084
985	<S2A-052$A>	S2A-052	A	northern ireland	1990-1994	female	42-49	2082
986	<S2A-053$A>	S2A-053	A	northern ireland	1990-1994	male	NA	863
987	<S2A-053$B>	S2A-053	B	non-corpus speaker	1990-1994	male	0-18	0
988	<S2A-053$C>	S2A-053	C	northern ireland	1990-1994	male	NA	398
989	<S2A-053$D>	S2A-053	D	northern ireland	1990-1994	male	NA	239
990	<S2A-053$E>	S2A-053	E	northern ireland	1990-1994	female	NA	644
991	<S2A-054$A>	S2A-054	A	northern ireland	2002-2005	female	26-33	2113
992	<S2A-055$A>	S2A-055	A	northern ireland	2002-2005	female	42-49	2355
993	<S2A-056$A>	S2A-056	A	republic of ireland	1990-1994	female	42-49	971
994	<S2A-056$A>	S2A-056	A	republic of ireland	1990-1994	female	42-49	1202
995	<S2A-057$A>	S2A-057	A	republic of ireland	1990-1994	female	42-49	2068
996	<S2A-058$A>	S2A-058	A	republic of ireland	1990-1994	female	NA	2115
997	<S2A-059$A>	S2A-059	A	republic of ireland	1990-1994	female	NA	2305
998	<S2A-060$A>	S2A-060	A	republic of ireland	1990-1994	male	42-49	729
999	<S2A-060$A>	S2A-060	A	republic of ireland	1990-1994	male	42-49	1395
1000	<S2A-061$A>	S2A-061	A	northern ireland	1990-1994	male	NA	1059
1001	<S2A-061$B>	S2A-061	B	northern ireland	1990-1994	male	NA	295
1002	<S2A-061$C>	S2A-061	C	northern ireland	1990-1994	male	NA	939
1003	<S2A-062$A>	S2A-062	A	northern ireland	1990-1994	male	NA	1914
1004	<S2A-062$B>	S2A-062	B	northern ireland	1990-1994	male	NA	12
1005	<S2A-062$C>	S2A-062	C	northern ireland	1990-1994	male	NA	38
1006	<S2A-063$A>	S2A-063	A	northern ireland	1990-1994	male	NA	1425
1007	<S2A-064$A>	S2A-064	A	northern ireland	1990-1994	male	NA	1378
1008	<S2A-064$A>	S2A-064	A	northern ireland	1990-1994	male	NA	1378
1009	<S2A-064$B>	S2A-064	B	northern ireland	1990-1994	male	NA	89
1010	<S2A-064$B>	S2A-064	B	northern ireland	1990-1994	male	NA	89
1011	<S2A-064$C>	S2A-064	C	NA	NA	NA	NA	1146
1012	<S2A-064$D>	S2A-064	D	NA	NA	NA	NA	35
1013	<S2A-065$A>	S2A-065	A	northern ireland	1990-1994	male	NA	1898
1014	<S2A-065$B>	S2A-065	B	northern ireland	1990-1994	male	NA	117
1015	<S2A-066$A>	S2A-066	A	republic of ireland	1990-1994	male	34-41	1192
1016	<S2A-066$B>	S2A-066	B	republic of ireland	1990-1994	male	26-33	747
1017	<S2A-067$A>	S2A-067	A	republic of ireland	1990-1994	male	50+	2227
1018	<S2A-068$A>	S2A-068	A	republic of ireland	1990-1994	female	50+	2119
1019	<S2A-069$A>	S2A-069	A	republic of ireland	1990-1994	female	50+	1155
1020	<S2A-069$B>	S2A-069	B	republic of ireland	1990-1994	male	NA	21
1021	<S2A-069$C>	S2A-069	C	republic of ireland	1990-1994	male	34-41	192
1022	<S2A-069$D>	S2A-069	D	republic of ireland	1990-1994	male	50+	579
1023	<S2A-070$A>	S2A-070	A	republic of ireland	1995-2001	male	NA	944
1024	<S2A-070$B>	S2A-070	B	republic of ireland	1995-2001	male	NA	1099
1025	<S2B-001$A>	S2B-001	A	northern ireland	1990-1994	male	34-41	486
1026	<S2B-001$B>	S2B-001	B	northern ireland	1990-1994	male	NA	186
1027	<S2B-001$C>	S2B-001	C	northern ireland	1990-1994	male	50+	139
1028	<S2B-001$D>	S2B-001	D	northern ireland	1990-1994	male	42-49	96
1029	<S2B-001$E>	S2B-001	E	northern ireland	1990-1994	male	NA	82
1030	<S2B-001$F>	S2B-001	F	northern ireland	1990-1994	male	50+	1023
1031	<S2B-001$G>	S2B-001	G	northern ireland	1990-1994	male	42-49	68
1032	<S2B-002$A>	S2B-002	A	northern ireland	1990-1994	female	42-49	92
1033	<S2B-002$B>	S2B-002	B	northern ireland	1990-1994	male	42-49	10
1034	<S2B-002$C>	S2B-002	C	northern ireland	1990-1994	female	NA	697
1035	<S2B-002$D>	S2B-002	D	northern ireland	1990-1994	male	NA	128
1036	<S2B-002$E>	S2B-002	E	northern ireland	1990-1994	male	42-49	83
1037	<S2B-002$F>	S2B-002	F	northern ireland	1990-1994	male	26-33	64
1038	<S2B-002$G>	S2B-002	G	northern ireland	1990-1994	male	NA	511
1039	<S2B-002$H>	S2B-002	H	northern ireland	1990-1994	male	NA	108
1040	<S2B-002$C>	S2B-002	C	northern ireland	1990-1994	female	NA	255
1041	<S2B-002$D>	S2B-002	D	northern ireland	1990-1994	male	NA	41
1042	<S2B-002$I>	S2B-002	I	northern ireland	1990-1994	female	NA	43
1043	<S2B-003$A>	S2B-003	A	northern ireland	1990-1994	female	NA	431
1044	<S2B-003$B>	S2B-003	B	northern ireland	1990-1994	male	26-33	263
